,id,Price,RocketStatus,MissionStatus
864,864,5000.0,Retired,Success
865,865,,Retired,Success
866,866,5000.0,Retired,Success
867,867,59.650769230769235,Retired,Success
868,868,5000.0,Retired,Success
869,869,5000.0,Retired,Success
870,870,5000.0,Retired,Success
871,871,5000.0,Retired,Failure
872,872,5000.0,Retired,Success
873,873,5000.0,Retired,Success
874,874,5000.0,Retired,Failure
875,875,5000.0,Retired,Success
876,876,5000.0,Retired,Success
877,877,5000.0,Retired,Success
878,878,5000.0,Retired,Success
879,879,5000.0,Retired,Success
880,880,5000.0,Retired,Success
881,881,59.650769230769235,Retired,Success
882,882,5000.0,Retired,Success
883,883,5000.0,Retired,Partial Failure
884,884,5000.0,Retired,Partial Failure
885,885,5000.0,Retired,Success
886,886,,Retired,Success
887,887,5000.0,Retired,Success
888,888,5000.0,Retired,Success
889,889,5000.0,Retired,Success
890,890,5000.0,Retired,Success
891,891,,Retired,Failure
892,892,5000.0,Retired,Success
893,893,5000.0,Retired,Success
894,894,5000.0,Retired,Success
895,895,5000.0,Retired,Success
896,896,5000.0,Retired,Success
897,897,5000.0,Retired,Success
898,898,5000.0,Retired,Success
899,899,5000.0,Retired,Success
900,900,5000.0,Retired,Success
901,901,5000.0,Retired,Success
902,902,5000.0,Retired,Success
903,903,5000.0,Retired,Success
904,904,5000.0,Retired,Success
905,905,5000.0,Retired,Success
906,906,5000.0,Retired,Success
907,907,59.650769230769235,Retired,Success
908,908,5000.0,Retired,Success
909,909,5000.0,Retired,Success
910,910,,Retired,Failure
911,911,80.15555555555555,Retired,Partial Failure
912,912,5000.0,Retired,Success
913,913,5000.0,Retired,Success
914,914,5000.0,Retired,Success
915,915,5000.0,Retired,Success
916,916,5000.0,Retired,Success
917,917,5000.0,Retired,Success
918,918,,Retired,Failure
919,919,5000.0,Retired,Success
920,920,5000.0,Retired,Success
921,921,5000.0,Retired,Success
922,922,5000.0,Retired,Success
923,923,,Retired,Success
924,924,,Retired,Success
925,925,5000.0,Retired,Success
926,926,5000.0,Retired,Success
927,927,5000.0,Retired,Success
928,928,5000.0,Retired,Success
929,929,5000.0,Retired,Success
930,930,5000.0,Retired,Failure
931,931,5000.0,Retired,Success
932,932,5000.0,Retired,Success
933,933,5000.0,Retired,Success
934,934,5000.0,Retired,Success
935,935,5000.0,Retired,Success
936,936,59.650769230769235,Retired,Success
937,937,,Retired,Success
938,938,5000.0,Retired,Success
939,939,1160.0,Retired,Success
940,940,5000.0,Retired,Success
941,941,,Retired,Success
942,942,5000.0,Retired,Success
943,943,5000.0,Retired,Success
944,944,,Retired,Success
945,945,5000.0,Retired,Success
946,946,5000.0,Retired,Success
947,947,5000.0,Retired,Success
948,948,39.13066945606695,Retired,Success
949,949,5000.0,Retired,Success
950,950,5000.0,Retired,Failure
951,951,5000.0,Retired,Failure
952,952,5000.0,Retired,Success
953,953,80.15555555555555,Retired,Success
954,954,5000.0,Retired,Success
955,955,5000.0,Retired,Success
956,956,5000.0,Retired,Success
957,957,5000.0,Retired,Success
958,958,5000.0,Retired,Success
959,959,5000.0,Retired,Success
960,960,,Retired,Success
961,961,5000.0,Retired,Success
962,962,5000.0,Retired,Success
963,963,5000.0,Retired,Success
964,964,59.650769230769235,Retired,Success
965,965,5000.0,Retired,Success
966,966,,Retired,Success
967,967,5000.0,Retired,Success
968,968,5000.0,Retired,Success
969,969,80.15555555555555,Retired,Success
970,970,5000.0,Retired,Success
971,971,5000.0,Retired,Success
972,972,,Retired,Failure
973,973,5000.0,Retired,Success
974,974,5000.0,Retired,Success
975,975,5000.0,Retired,Success
976,976,5000.0,Retired,Success
977,977,5000.0,Retired,Success
978,978,5000.0,Retired,Success
979,979,5000.0,Retired,Success
980,980,5000.0,Retired,Success
981,981,5000.0,Retired,Success
982,982,,Retired,Success
983,983,5000.0,Retired,Success
984,984,5000.0,Retired,Success
985,985,5000.0,Retired,Success
986,986,5000.0,Retired,Success
987,987,80.15555555555555,Retired,Success
988,988,5000.0,Retired,Success
989,989,5000.0,Retired,Failure
990,990,5000.0,Retired,Failure
991,991,5000.0,Retired,Success
992,992,5000.0,Retired,Success
993,993,5000.0,Retired,Failure
994,994,5000.0,Retired,Success
995,995,1160.0,Retired,Success
996,996,5000.0,Retired,Success
997,997,5000.0,Retired,Success
998,998,5000.0,Retired,Success
999,999,5000.0,Retired,Failure
1000,1000,5000.0,Retired,Success
1001,1001,,Retired,Success
1002,1002,5000.0,Retired,Success
1003,1003,59.650769230769235,Retired,Success
1004,1004,5000.0,Retired,Failure
1005,1005,5000.0,Retired,Success
1006,1006,5000.0,Retired,Success
1007,1007,5000.0,Retired,Success
1008,1008,5000.0,Retired,Success
1009,1009,5000.0,Retired,Success
1010,1010,5000.0,Retired,Success
1011,1011,5000.0,Retired,Success
1012,1012,,Retired,Success
1013,1013,5000.0,Retired,Success
1014,1014,5000.0,Retired,Success
1015,1015,5000.0,Retired,Success
1016,1016,5000.0,Retired,Success
1017,1017,5000.0,Retired,Success
1018,1018,5000.0,Retired,Success
1019,1019,5000.0,Retired,Success
1020,1020,59.650769230769235,Retired,Success
1021,1021,,Retired,Success
1022,1022,5000.0,Retired,Success
1023,1023,80.15555555555555,Retired,Success
1024,1024,,Retired,Failure
1025,1025,,Retired,Success
1026,1026,5000.0,Retired,Success
1027,1027,5000.0,Retired,Partial Failure
1028,1028,5000.0,Retired,Success
1029,1029,5000.0,Retired,Success
1030,1030,5000.0,Retired,Success
1031,1031,5000.0,Retired,Success
1032,1032,5000.0,Retired,Success
1033,1033,5000.0,Retired,Success
1034,1034,5000.0,Retired,Success
1035,1035,5000.0,Retired,Failure
1036,1036,5000.0,Retired,Success
1037,1037,,Retired,Failure
1038,1038,,Retired,Failure
1039,1039,5000.0,Retired,Success
1040,1040,5000.0,Retired,Success
1041,1041,5000.0,Retired,Success
1042,1042,5000.0,Retired,Success
1043,1043,5000.0,Retired,Success
1044,1044,5000.0,Retired,Success
1045,1045,5000.0,Retired,Success
1046,1046,,Retired,Success
1047,1047,5000.0,Retired,Success
1048,1048,5000.0,Retired,Partial Failure
1049,1049,5000.0,Retired,Success
1050,1050,5000.0,Retired,Success
1051,1051,5000.0,Retired,Success
1052,1052,80.15555555555555,Retired,Success
1053,1053,,Retired,Success
1054,1054,5000.0,Retired,Success
1055,1055,5000.0,Retired,Success
1056,1056,5000.0,Retired,Success
1057,1057,5000.0,Retired,Success
1058,1058,5000.0,Retired,Success
1059,1059,80.15555555555555,Retired,Failure
1060,1060,5000.0,Retired,Success
1061,1061,80.15555555555555,Retired,Success
1062,1062,5000.0,Retired,Success
1063,1063,,Retired,Success
1064,1064,5000.0,Retired,Success
1065,1065,5000.0,Retired,Success
1066,1066,59.650769230769235,Retired,Success
1067,1067,5000.0,Retired,Success
1068,1068,5000.0,Retired,Success
1069,1069,5000.0,Retired,Success
1070,1070,5000.0,Retired,Success
1071,1071,5000.0,Retired,Success
1072,1072,5000.0,Retired,Partial Failure
1073,1073,5000.0,Retired,Success
1074,1074,5000.0,Retired,Success
1075,1075,5000.0,Retired,Success
1076,1076,5000.0,Retired,Success
1077,1077,5000.0,Retired,Success
1078,1078,5000.0,Retired,Success
1079,1079,5000.0,Retired,Success
1080,1080,1160.0,Retired,Success
1081,1081,5000.0,Retired,Success
1082,1082,5000.0,Retired,Failure
1083,1083,5000.0,Retired,Success
1084,1084,5000.0,Retired,Success
1085,1085,5000.0,Retired,Success
1086,1086,5000.0,Retired,Success
1087,1087,59.650769230769235,Retired,Failure
1088,1088,5000.0,Retired,Success
1089,1089,5000.0,Retired,Success
1090,1090,,Retired,Success
1091,1091,5000.0,Retired,Success
1092,1092,5000.0,Retired,Success
1093,1093,5000.0,Retired,Success
1094,1094,5000.0,Retired,Success
1095,1095,5000.0,Retired,Success
1096,1096,5000.0,Retired,Success
1097,1097,5000.0,Retired,Success
1098,1098,5000.0,Retired,Success
1099,1099,5000.0,Retired,Success
1100,1100,80.15555555555555,Retired,Success
1101,1101,5000.0,Retired,Success
1102,1102,5000.0,Retired,Success
1103,1103,5000.0,Retired,Partial Failure
1104,1104,5000.0,Retired,Success
1105,1105,5000.0,Retired,Success
1106,1106,5000.0,Retired,Failure
1107,1107,5000.0,Retired,Success
1108,1108,39.13066945606695,Retired,Success
1109,1109,5000.0,Retired,Success
1110,1110,5000.0,Retired,Success
1111,1111,,Retired,Success
1112,1112,,Retired,Success
1113,1113,5000.0,Retired,Success
1114,1114,5000.0,Retired,Success
1115,1115,5000.0,Retired,Success
1116,1116,59.650769230769235,Retired,Success
1117,1117,5000.0,Retired,Failure
1118,1118,5000.0,Retired,Success
1119,1119,5000.0,Retired,Success
1120,1120,5000.0,Retired,Success
1121,1121,5000.0,Retired,Success
1122,1122,5000.0,Retired,Success
1123,1123,,Retired,Success
1124,1124,5000.0,Retired,Success
1125,1125,5000.0,Retired,Success
1126,1126,80.15555555555555,Retired,Success
1127,1127,5000.0,Retired,Success
1128,1128,5000.0,Retired,Success
1129,1129,5000.0,Retired,Failure
1130,1130,5000.0,Retired,Success
1131,1131,5000.0,Retired,Success
1132,1132,5000.0,Retired,Success
1133,1133,5000.0,Retired,Success
1134,1134,5000.0,Retired,Success
1135,1135,5000.0,Retired,Success
1136,1136,,Retired,Success
1137,1137,5000.0,Retired,Failure
1138,1138,5000.0,Retired,Success
1139,1139,5000.0,Retired,Success
1140,1140,5000.0,Retired,Success
1141,1141,5000.0,Retired,Success
1142,1142,5000.0,Retired,Success
1143,1143,1160.0,Retired,Success
1144,1144,,Retired,Success
1145,1145,5000.0,Retired,Success
1146,1146,59.650769230769235,Retired,Success
1147,1147,5000.0,Retired,Success
1148,1148,5000.0,Retired,Success
1149,1149,5000.0,Retired,Partial Failure
1150,1150,5000.0,Retired,Success
1151,1151,5000.0,Retired,Success
1152,1152,5000.0,Retired,Success
1153,1153,5000.0,Retired,Success
1154,1154,5000.0,Retired,Success
1155,1155,5000.0,Retired,Success
1156,1156,5000.0,Retired,Success
1157,1157,5000.0,Retired,Success
1158,1158,5000.0,Retired,Success
1159,1159,5000.0,Retired,Success
1160,1160,5000.0,Retired,Success
1161,1161,,Retired,Success
1162,1162,80.15555555555555,Retired,Success
1163,1163,5000.0,Retired,Success
1164,1164,5000.0,Retired,Success
1165,1165,5000.0,Retired,Success
1166,1166,5000.0,Retired,Success
1167,1167,,Retired,Success
1168,1168,5000.0,Retired,Success
1169,1169,5000.0,Retired,Success
1170,1170,5000.0,Retired,Success
1171,1171,5000.0,Retired,Failure
1172,1172,5000.0,Retired,Success
1173,1173,5000.0,Retired,Success
1174,1174,1160.0,Retired,Success
1175,1175,59.650769230769235,Retired,Success
1176,1176,5000.0,Retired,Success
1177,1177,5000.0,Retired,Success
1178,1178,,Retired,Failure
1179,1179,5000.0,Retired,Success
1180,1180,5000.0,Retired,Success
1181,1181,5000.0,Retired,Failure
1182,1182,511.9463087248322,Retired,Success
1183,1183,5000.0,Retired,Success
1184,1184,5000.0,Retired,Success
1185,1185,5000.0,Retired,Success
1186,1186,5000.0,Retired,Success
1187,1187,5000.0,Retired,Success
1188,1188,5000.0,Retired,Success
1189,1189,80.15555555555555,Retired,Success
1190,1190,5000.0,Retired,Success
1191,1191,5000.0,Retired,Success
1192,1192,5000.0,Retired,Success
1193,1193,5000.0,Retired,Failure
1194,1194,59.650769230769235,Retired,Failure
1195,1195,5000.0,Retired,Success
1196,1196,5000.0,Retired,Failure
1197,1197,5000.0,Retired,Success
1198,1198,80.15555555555555,Retired,Success
1199,1199,5000.0,Retired,Success
1200,1200,511.9463087248322,Retired,Success
1201,1201,5000.0,Retired,Success
1202,1202,5000.0,Retired,Success
1203,1203,80.15555555555555,Retired,Success
1204,1204,5000.0,Retired,Success
1205,1205,,Retired,Success
1206,1206,5000.0,Retired,Success
1207,1207,5000.0,Retired,Success
1208,1208,5000.0,Retired,Success
1209,1209,5000.0,Retired,Success
1210,1210,5000.0,Retired,Success
1211,1211,5000.0,Retired,Success
1212,1212,5000.0,Retired,Success
1213,1213,39.13066945606695,Retired,Failure
1214,1214,5000.0,Retired,Success
1215,1215,5000.0,Retired,Success
1216,1216,59.650769230769235,Retired,Success
1217,1217,5000.0,Retired,Success
1218,1218,5000.0,Retired,Success
1219,1219,5000.0,Retired,Success
1220,1220,5000.0,Retired,Success
1221,1221,5000.0,Retired,Success
1222,1222,5000.0,Retired,Success
1223,1223,5000.0,Retired,Success
1224,1224,5000.0,Retired,Success
1225,1225,5000.0,Retired,Success
1226,1226,5000.0,Retired,Success
1227,1227,5000.0,Retired,Success
1228,1228,5000.0,Retired,Success
1229,1229,5000.0,Retired,Success
1230,1230,5000.0,Retired,Success
1231,1231,,Retired,Success
1232,1232,5000.0,Retired,Success
1233,1233,80.15555555555555,Retired,Success
1234,1234,5000.0,Retired,Success
1235,1235,511.9463087248322,Retired,Success
1236,1236,5000.0,Retired,Success
1237,1237,5000.0,Retired,Success
1238,1238,5000.0,Retired,Success
1239,1239,5000.0,Retired,Success
1240,1240,5000.0,Retired,Success
1241,1241,5000.0,Retired,Success
1242,1242,5000.0,Retired,Success
1243,1243,5000.0,Retired,Success
1244,1244,80.15555555555555,Retired,Success
1245,1245,5000.0,Retired,Success
1246,1246,5000.0,Retired,Success
1247,1247,5000.0,Retired,Success
1248,1248,5000.0,Retired,Success
1249,1249,5000.0,Retired,Success
1250,1250,5000.0,Retired,Success
1251,1251,5000.0,Retired,Success
1252,1252,5000.0,Retired,Success
1253,1253,5000.0,Retired,Success
1254,1254,5000.0,Retired,Success
1255,1255,5000.0,Retired,Success
1256,1256,5000.0,Retired,Success
1257,1257,,Retired,Success
1258,1258,5000.0,Retired,Success
1259,1259,80.15555555555555,Retired,Failure
1260,1260,5000.0,Retired,Success
1261,1261,59.650769230769235,Retired,Success
1262,1262,,Retired,Success
1263,1263,5000.0,Retired,Success
1264,1264,5000.0,Retired,Success
1265,1265,5000.0,Retired,Success
1266,1266,5000.0,Retired,Success
1267,1267,5000.0,Retired,Success
1268,1268,5000.0,Retired,Success
1269,1269,5000.0,Retired,Success
1270,1270,5000.0,Retired,Success
1271,1271,5000.0,Retired,Success
1272,1272,80.15555555555555,Retired,Success
1273,1273,5000.0,Retired,Success
1274,1274,5000.0,Retired,Failure
1275,1275,5000.0,Retired,Success
1276,1276,5000.0,Retired,Success
1277,1277,5000.0,Retired,Success
1278,1278,5000.0,Retired,Success
1279,1279,5000.0,Retired,Success
1280,1280,5000.0,Retired,Success
1281,1281,5000.0,Retired,Success
1282,1282,5000.0,Retired,Success
1283,1283,5000.0,Retired,Success
1284,1284,5000.0,Retired,Success
1285,1285,5000.0,Retired,Success
1286,1286,5000.0,Retired,Failure
1287,1287,5000.0,Retired,Success
1288,1288,5000.0,Retired,Success
1289,1289,5000.0,Retired,Success
1290,1290,80.15555555555555,Retired,Success
1291,1291,5000.0,Retired,Success
1292,1292,59.650769230769235,Retired,Success
1293,1293,5000.0,Retired,Success
1294,1294,5000.0,Retired,Success
1295,1295,5000.0,Retired,Success
1296,1296,5000.0,Retired,Success
1297,1297,5000.0,Retired,Success
1298,1298,5000.0,Retired,Success
1299,1299,5000.0,Retired,Success
1300,1300,5000.0,Retired,Success
1301,1301,5000.0,Retired,Success
1302,1302,5000.0,Retired,Success
1303,1303,5000.0,Retired,Failure
1304,1304,5000.0,Retired,Success
1305,1305,39.13066945606695,Retired,Failure
1306,1306,,Retired,Success
1307,1307,5000.0,Retired,Success
1308,1308,5000.0,Retired,Success
1309,1309,5000.0,Retired,Success
1310,1310,5000.0,Retired,Success
1311,1311,5000.0,Retired,Success
1312,1312,5000.0,Retired,Success
1313,1313,5000.0,Retired,Success
1314,1314,59.650769230769235,Retired,Success
1315,1315,5000.0,Retired,Success
1316,1316,5000.0,Retired,Success
1317,1317,5000.0,Retired,Success
1318,1318,5000.0,Retired,Success
1319,1319,5000.0,Retired,Failure
1320,1320,5000.0,Retired,Success
1321,1321,5000.0,Retired,Success
1322,1322,5000.0,Retired,Success
1323,1323,5000.0,Retired,Success
1324,1324,5000.0,Retired,Success
1325,1325,,Retired,Success
1326,1326,5000.0,Retired,Success
1327,1327,5000.0,Retired,Success
1328,1328,5000.0,Retired,Success
1329,1329,5000.0,Retired,Success
1330,1330,5000.0,Retired,Success
1331,1331,5000.0,Retired,Success
1332,1332,80.15555555555555,Retired,Success
1333,1333,5000.0,Retired,Success
1334,1334,5000.0,Retired,Success
1335,1335,5000.0,Retired,Success
1336,1336,39.13066945606695,Retired,Failure
1337,1337,5000.0,Retired,Success
1338,1338,5000.0,Retired,Success
1339,1339,5000.0,Retired,Success
1340,1340,,Retired,Success
1341,1341,5000.0,Retired,Success
1342,1342,5000.0,Retired,Success
1343,1343,80.15555555555555,Retired,Success
1344,1344,5000.0,Retired,Partial Failure
1345,1345,5000.0,Retired,Success
1346,1346,5000.0,Retired,Success
1347,1347,5000.0,Retired,Success
1348,1348,5000.0,Retired,Success
1349,1349,5000.0,Retired,Success
1350,1350,5000.0,Retired,Success
1351,1351,5000.0,Retired,Success
1352,1352,5000.0,Retired,Success
1353,1353,5000.0,Retired,Success
1354,1354,5000.0,Retired,Success
1355,1355,5000.0,Retired,Success
1356,1356,5000.0,Retired,Success
1357,1357,5000.0,Retired,Success
1358,1358,5000.0,Retired,Success
1359,1359,,Retired,Success
1360,1360,5000.0,Retired,Success
1361,1361,5000.0,Retired,Success
1362,1362,,Retired,Failure
1363,1363,,Retired,Success
1364,1364,5000.0,Retired,Success
1365,1365,5000.0,Retired,Success
1366,1366,80.15555555555555,Retired,Success
1367,1367,5000.0,Retired,Success
1368,1368,5000.0,Retired,Success
1369,1369,5000.0,Retired,Success
1370,1370,5000.0,Retired,Success
1371,1371,5000.0,Retired,Success
1372,1372,5000.0,Retired,Success
1373,1373,5000.0,Retired,Success
1374,1374,5000.0,Retired,Failure
1375,1375,5000.0,Retired,Success
1376,1376,5000.0,Retired,Success
1377,1377,5000.0,Retired,Success
1378,1378,,Retired,Failure
1379,1379,5000.0,Retired,Success
1380,1380,5000.0,Retired,Success
1381,1381,5000.0,Retired,Success
1382,1382,59.650769230769235,Retired,Success
1383,1383,5000.0,Retired,Success
1384,1384,5000.0,Retired,Success
1385,1385,5000.0,Retired,Success
1386,1386,5000.0,Retired,Success
1387,1387,,Retired,Success
1388,1388,,Retired,Success
1389,1389,80.15555555555555,Retired,Failure
1390,1390,5000.0,Retired,Success
1391,1391,,Retired,Success
1392,1392,5000.0,Retired,Success
1393,1393,5000.0,Retired,Success
1394,1394,5000.0,Retired,Success
1395,1395,5000.0,Retired,Success
1396,1396,5000.0,Retired,Success
1397,1397,5000.0,Retired,Failure
1398,1398,5000.0,Retired,Success
1399,1399,5000.0,Retired,Success
1400,1400,80.15555555555555,Retired,Success
1401,1401,5000.0,Retired,Success
1402,1402,,Retired,Success
1403,1403,5000.0,Retired,Success
1404,1404,5000.0,Retired,Success
1405,1405,5000.0,Retired,Success
1406,1406,5000.0,Retired,Success
1407,1407,5000.0,Retired,Success
1408,1408,5000.0,Retired,Success
1409,1409,5000.0,Retired,Success
1410,1410,5000.0,Retired,Success
1411,1411,5000.0,Retired,Success
1412,1412,511.9463087248322,Retired,Success
1413,1413,5000.0,Retired,Success
1414,1414,5000.0,Retired,Success
1415,1415,5000.0,Retired,Success
1416,1416,39.13066945606695,Retired,Success
1417,1417,5000.0,Retired,Success
1418,1418,5000.0,Retired,Success
1419,1419,5000.0,Retired,Success
1420,1420,80.15555555555555,Retired,Success
1421,1421,5000.0,Retired,Success
1422,1422,5000.0,Retired,Success
1423,1423,5000.0,Retired,Success
1424,1424,5000.0,Retired,Success
1425,1425,5000.0,Retired,Success
1426,1426,95.1923076923077,Retired,Success
1427,1427,80.15555555555555,Retired,Success
1428,1428,5000.0,Retired,Success
1429,1429,5000.0,Retired,Success
1430,1430,5000.0,Retired,Success
1431,1431,5000.0,Retired,Success
1432,1432,5000.0,Retired,Success
1433,1433,5000.0,Retired,Success
1434,1434,5000.0,Retired,Success
1435,1435,,Retired,Success
1436,1436,,Retired,Success
1437,1437,5000.0,Retired,Success
1438,1438,5000.0,Retired,Success
1439,1439,5000.0,Retired,Success
1440,1440,59.650769230769235,Retired,Success
1441,1441,5000.0,Retired,Success
1442,1442,5000.0,Retired,Success
1443,1443,5000.0,Retired,Success
1444,1444,5000.0,Retired,Success
1445,1445,5000.0,Retired,Success
1446,1446,39.13066945606695,Retired,Success
1447,1447,5000.0,Retired,Success
1448,1448,5000.0,Retired,Success
1449,1449,5000.0,Retired,Success
1450,1450,5000.0,Retired,Success
1451,1451,5000.0,Retired,Success
1452,1452,5000.0,Retired,Success
1453,1453,80.15555555555555,Retired,Success
1454,1454,5000.0,Retired,Success
1455,1455,5000.0,Retired,Success
1456,1456,80.15555555555555,Retired,Success
1457,1457,39.13066945606695,Retired,Success
1458,1458,5000.0,Retired,Success
1459,1459,5000.0,Retired,Success
1460,1460,5000.0,Retired,Failure
1461,1461,5000.0,Retired,Success
1462,1462,5000.0,Retired,Success
1463,1463,5000.0,Retired,Success
1464,1464,5000.0,Retired,Success
1465,1465,5000.0,Retired,Success
1466,1466,80.15555555555555,Retired,Success
1467,1467,5000.0,Retired,Success
1468,1468,5000.0,Retired,Success
1469,1469,5000.0,Retired,Success
1470,1470,5000.0,Retired,Success
1471,1471,5000.0,Retired,Success
1472,1472,,Retired,Success
1473,1473,5000.0,Retired,Success
1474,1474,,Retired,Failure
1475,1475,5000.0,Retired,Success
1476,1476,5000.0,Retired,Success
1477,1477,5000.0,Retired,Success
1478,1478,5000.0,Retired,Success
1479,1479,5000.0,Retired,Success
1480,1480,95.1923076923077,Retired,Success
1481,1481,5000.0,Retired,Success
1482,1482,5000.0,Retired,Success
1483,1483,5000.0,Retired,Success
1484,1484,5000.0,Retired,Success
1485,1485,80.15555555555555,Retired,Success
1486,1486,5000.0,Retired,Success
1487,1487,5000.0,Retired,Success
1488,1488,5000.0,Retired,Success
1489,1489,59.650769230769235,Retired,Success
1490,1490,5000.0,Retired,Success
1491,1491,5000.0,Retired,Success
1492,1492,5000.0,Retired,Success
1493,1493,5000.0,Retired,Success
1494,1494,5000.0,Retired,Success
1495,1495,5000.0,Retired,Success
1496,1496,5000.0,Retired,Success
1497,1497,,Retired,Success
1498,1498,5000.0,Retired,Success
1499,1499,5000.0,Retired,Success
1500,1500,5000.0,Retired,Success
1501,1501,,Retired,Success
1502,1502,5000.0,Retired,Success
1503,1503,5000.0,Retired,Success
1504,1504,5000.0,Retired,Success
1505,1505,5000.0,Retired,Success
1506,1506,5000.0,Retired,Success
1507,1507,5000.0,Retired,Success
1508,1508,80.15555555555555,Retired,Success
1509,1509,5000.0,Retired,Success
1510,1510,5000.0,Retired,Success
1511,1511,5000.0,Retired,Success
1512,1512,5000.0,Retired,Success
1513,1513,5000.0,Retired,Success
1514,1514,80.15555555555555,Retired,Success
1515,1515,5000.0,Retired,Success
1516,1516,5000.0,Retired,Success
1517,1517,5000.0,Retired,Partial Failure
1518,1518,5000.0,Retired,Success
1519,1519,5000.0,Retired,Success
1520,1520,80.15555555555555,Retired,Success
1521,1521,5000.0,Retired,Success
1522,1522,5000.0,Retired,Success
1523,1523,5000.0,Retired,Success
1524,1524,5000.0,Retired,Success
1525,1525,5000.0,Retired,Success
1526,1526,5000.0,Retired,Success
1527,1527,,Retired,Success
1528,1528,5000.0,Retired,Success
1529,1529,5000.0,Retired,Success
1530,1530,5000.0,Retired,Success
1531,1531,5000.0,Retired,Success
1532,1532,5000.0,Retired,Success
1533,1533,80.15555555555555,Retired,Success
1534,1534,5000.0,Retired,Success
1535,1535,5000.0,Retired,Success
1536,1536,5000.0,Retired,Success
1537,1537,5000.0,Retired,Success
1538,1538,5000.0,Retired,Success
1539,1539,39.13066945606695,Retired,Success
1540,1540,5000.0,Retired,Partial Failure
1541,1541,5000.0,Retired,Success
1542,1542,5000.0,Retired,Success
1543,1543,59.650769230769235,Retired,Success
1544,1544,5000.0,Retired,Success
1545,1545,5000.0,Retired,Success
1546,1546,5000.0,Retired,Success
1547,1547,5000.0,Retired,Success
1548,1548,5000.0,Retired,Failure
1549,1549,5000.0,Retired,Success
1550,1550,5000.0,Retired,Success
1551,1551,5000.0,Retired,Success
1552,1552,5000.0,Retired,Success
1553,1553,5000.0,Retired,Success
1554,1554,5000.0,Retired,Success
1555,1555,5000.0,Retired,Success
1556,1556,5000.0,Retired,Success
1557,1557,5000.0,Retired,Success
1558,1558,39.13066945606695,Retired,Failure
1559,1559,5000.0,Retired,Success
1560,1560,5000.0,Retired,Success
1561,1561,5000.0,Retired,Success
1562,1562,5000.0,Retired,Success
1563,1563,5000.0,Retired,Success
1564,1564,5000.0,Retired,Success
1565,1565,5000.0,Retired,Success
1566,1566,39.13066945606695,Retired,Success
1567,1567,5000.0,Retired,Success
1568,1568,5000.0,Retired,Success
1569,1569,5000.0,Retired,Success
1570,1570,5000.0,Retired,Success
1571,1571,5000.0,Retired,Success
1572,1572,5000.0,Retired,Success
1573,1573,80.15555555555555,Retired,Success
1574,1574,5000.0,Retired,Success
1575,1575,5000.0,Retired,Success
1576,1576,5000.0,Retired,Success
1577,1577,5000.0,Retired,Success
1578,1578,5000.0,Retired,Success
1579,1579,5000.0,Retired,Success
1580,1580,5000.0,Retired,Success
1581,1581,5000.0,Retired,Success
1582,1582,80.15555555555555,Retired,Success
1583,1583,5000.0,Retired,Success
1584,1584,5000.0,Retired,Success
1585,1585,5000.0,Retired,Success
1586,1586,5000.0,Retired,Success
1587,1587,,Retired,Success
1588,1588,5000.0,Retired,Success
1589,1589,5000.0,Retired,Failure
1590,1590,95.1923076923077,Retired,Success
1591,1591,5000.0,Retired,Success
1592,1592,5000.0,Retired,Success
1593,1593,5000.0,Retired,Success
1594,1594,59.650769230769235,Retired,Success
1595,1595,5000.0,Retired,Success
1596,1596,5000.0,Retired,Success
1597,1597,5000.0,Retired,Success
1598,1598,5000.0,Retired,Success
1599,1599,5000.0,Retired,Success
1600,1600,5000.0,Retired,Success
1601,1601,5000.0,Retired,Success
1602,1602,5000.0,Retired,Success
1603,1603,5000.0,Retired,Success
1604,1604,5000.0,Retired,Success
1605,1605,5000.0,Retired,Success
1606,1606,5000.0,Retired,Success
1607,1607,5000.0,Retired,Success
1608,1608,80.15555555555555,Retired,Success
1609,1609,5000.0,Retired,Success
1610,1610,5000.0,Retired,Success
1611,1611,5000.0,Retired,Success
1612,1612,,Retired,Success
1613,1613,5000.0,Retired,Success
1614,1614,5000.0,Retired,Success
1615,1615,,Retired,Success
1616,1616,5000.0,Retired,Success
1617,1617,5000.0,Retired,Success
1618,1618,5000.0,Retired,Success
1619,1619,5000.0,Retired,Success
1620,1620,5000.0,Retired,Success
1621,1621,5000.0,Retired,Success
1622,1622,5000.0,Retired,Success
1623,1623,5000.0,Retired,Success
1624,1624,5000.0,Retired,Success
1625,1625,,Retired,Success
1626,1626,5000.0,Retired,Success
1627,1627,5000.0,Retired,Success
1628,1628,80.15555555555555,Retired,Success
1629,1629,5000.0,Retired,Success
1630,1630,5000.0,Retired,Success
1631,1631,5000.0,Retired,Success
1632,1632,5000.0,Retired,Success
1633,1633,5000.0,Retired,Success
1634,1634,5000.0,Retired,Success
1635,1635,5000.0,Retired,Success
1636,1636,5000.0,Retired,Success
1637,1637,5000.0,Retired,Success
1638,1638,5000.0,Retired,Success
1639,1639,5000.0,Retired,Success
1640,1640,5000.0,Retired,Success
1641,1641,5000.0,Retired,Success
1642,1642,5000.0,Retired,Success
1643,1643,5000.0,Retired,Success
1644,1644,5000.0,Retired,Failure
1645,1645,,Retired,Success
1646,1646,80.15555555555555,Retired,Success
1647,1647,5000.0,Retired,Success
1648,1648,5000.0,Retired,Success
1649,1649,5000.0,Retired,Success
