,id,Price,RocketStatus,MissionStatus
251,251,59.650769230769235,Retired,Failure
252,252,,Retired,Success
253,253,5000.0,Retired,Success
254,254,5000.0,Retired,Failure
255,255,,Retired,Success
256,256,5000.0,Retired,Success
257,257,5000.0,Retired,Success
258,258,5000.0,Retired,Success
259,259,,Retired,Success
260,260,5000.0,Retired,Failure
261,261,5000.0,Retired,Success
262,262,,Retired,Success
263,263,5000.0,Retired,Success
264,264,511.9463087248322,Retired,Success
265,265,511.9463087248322,Retired,Success
266,266,5000.0,Retired,Success
267,267,,Retired,Success
268,268,5000.0,Retired,Failure
269,269,,Retired,Success
270,270,5000.0,Retired,Success
271,271,,Retired,Success
272,272,5000.0,Retired,Success
273,273,5000.0,Retired,Failure
274,274,5000.0,Retired,Partial Failure
275,275,5000.0,Retired,Success
276,276,5000.0,Retired,Success
277,277,511.9463087248322,Retired,Success
278,278,5000.0,Retired,Success
279,279,5000.0,Retired,Failure
280,280,,Retired,Success
281,281,5000.0,Retired,Success
282,282,5000.0,Retired,Success
283,283,,Retired,Success
284,284,511.9463087248322,Retired,Success
285,285,5000.0,Retired,Failure
286,286,5000.0,Retired,Success
287,287,5000.0,Retired,Success
288,288,5000.0,Retired,Success
289,289,,Retired,Failure
290,290,5000.0,Retired,Success
291,291,,Retired,Success
292,292,5000.0,Retired,Success
293,293,5000.0,Retired,Success
294,294,,Retired,Success
295,295,,Retired,Success
296,296,5000.0,Retired,Success
297,297,5000.0,Retired,Success
298,298,,Retired,Success
299,299,5000.0,Retired,Success
300,300,5000.0,Retired,Success
301,301,5000.0,Retired,Success
302,302,5000.0,Retired,Success
303,303,63.23,Retired,Failure
304,304,,Retired,Success
305,305,5000.0,Retired,Success
306,306,511.9463087248322,Retired,Success
307,307,,Retired,Success
308,308,5000.0,Retired,Success
309,309,5000.0,Retired,Success
310,310,,Retired,Failure
311,311,5000.0,Retired,Success
312,312,5000.0,Retired,Success
313,313,,Retired,Success
314,314,5000.0,Retired,Failure
315,315,5000.0,Retired,Success
316,316,5000.0,Retired,Success
317,317,,Retired,Failure
318,318,,Retired,Success
319,319,5000.0,Retired,Success
320,320,5000.0,Retired,Failure
321,321,,Retired,Success
322,322,5000.0,Retired,Success
323,323,63.23,Retired,Success
324,324,,Retired,Partial Failure
325,325,5000.0,Retired,Success
326,326,511.9463087248322,Retired,Success
327,327,,Retired,Failure
328,328,,Retired,Success
329,329,5000.0,Retired,Success
330,330,63.23,Retired,Success
331,331,5000.0,Retired,Failure
332,332,511.9463087248322,Retired,Success
333,333,,Retired,Success
334,334,5000.0,Retired,Failure
335,335,5000.0,Retired,Success
336,336,5000.0,Retired,Success
337,337,5000.0,Retired,Success
338,338,,Retired,Failure
339,339,5000.0,Retired,Success
340,340,5000.0,Retired,Success
341,341,,Retired,Success
342,342,5000.0,Retired,Success
343,343,5000.0,Retired,Success
344,344,,Retired,Success
345,345,511.9463087248322,Retired,Success
346,346,5000.0,Retired,Success
347,347,,Retired,Success
348,348,5000.0,Retired,Failure
349,349,5000.0,Retired,Success
350,350,5000.0,Retired,Success
351,351,,Retired,Success
352,352,63.23,Retired,Success
353,353,5000.0,Retired,Success
354,354,5000.0,Retired,Success
355,355,511.9463087248322,Retired,Success
356,356,5000.0,Retired,Success
357,357,,Retired,Success
358,358,,Retired,Failure
359,359,511.9463087248322,Retired,Success
360,360,5000.0,Retired,Success
361,361,5000.0,Retired,Success
362,362,80.15555555555555,Retired,Success
363,363,5000.0,Retired,Success
364,364,,Retired,Success
365,365,5000.0,Retired,Success
366,366,,Retired,Failure
367,367,5000.0,Retired,Failure
368,368,5000.0,Retired,Success
369,369,5000.0,Retired,Success
370,370,5000.0,Retired,Success
371,371,,Retired,Success
372,372,5000.0,Retired,Success
373,373,511.9463087248322,Retired,Success
374,374,5000.0,Retired,Success
375,375,,Retired,Success
376,376,,Retired,Success
377,377,5000.0,Retired,Success
378,378,511.9463087248322,Retired,Success
379,379,5000.0,Retired,Success
380,380,5000.0,Retired,Success
381,381,5000.0,Retired,Success
382,382,5000.0,Retired,Success
383,383,5000.0,Retired,Success
384,384,,Retired,Success
385,385,5000.0,Retired,Success
386,386,,Retired,Success
387,387,5000.0,Retired,Success
388,388,80.15555555555555,Retired,Failure
389,389,5000.0,Retired,Success
390,390,5000.0,Retired,Success
391,391,,Retired,Failure
392,392,5000.0,Retired,Success
393,393,5000.0,Retired,Success
394,394,5000.0,Retired,Success
395,395,,Retired,Success
396,396,5000.0,Retired,Success
397,397,5000.0,Retired,Success
398,398,5000.0,Retired,Partial Failure
399,399,5000.0,Retired,Success
400,400,,Retired,Success
401,401,5000.0,Retired,Success
402,402,5000.0,Retired,Success
403,403,511.9463087248322,Retired,Success
404,404,5000.0,Retired,Success
405,405,511.9463087248322,Retired,Success
406,406,5000.0,Retired,Success
407,407,5000.0,Retired,Success
408,408,80.15555555555555,Retired,Partial Failure
409,409,5000.0,Retired,Success
410,410,5000.0,Retired,Success
411,411,5000.0,Retired,Failure
412,412,5000.0,Retired,Partial Failure
413,413,,Retired,Success
414,414,5000.0,Retired,Success
415,415,5000.0,Retired,Success
416,416,5000.0,Retired,Success
417,417,5000.0,Retired,Success
418,418,5000.0,Retired,Success
419,419,,Retired,Success
420,420,,Retired,Success
421,421,5000.0,Retired,Success
422,422,5000.0,Retired,Failure
423,423,5000.0,Retired,Success
424,424,511.9463087248322,Retired,Success
425,425,5000.0,Retired,Partial Failure
426,426,,Retired,Success
427,427,5000.0,Retired,Success
428,428,,Retired,Success
429,429,5000.0,Retired,Success
430,430,5000.0,Retired,Failure
431,431,5000.0,Retired,Failure
432,432,,Retired,Success
433,433,5000.0,Retired,Success
434,434,5000.0,Retired,Success
435,435,,Retired,Partial Failure
436,436,,Retired,Success
437,437,,Retired,Success
438,438,5000.0,Retired,Success
439,439,5000.0,Retired,Success
440,440,5000.0,Retired,Success
441,441,5000.0,Retired,Success
442,442,5000.0,Retired,Success
443,443,,Retired,Success
444,444,511.9463087248322,Retired,Partial Failure
445,445,5000.0,Retired,Failure
446,446,,Retired,Failure
447,447,5000.0,Retired,Success
448,448,,Retired,Success
449,449,,Retired,Success
450,450,511.9463087248322,Retired,Partial Failure
451,451,,Retired,Success
452,452,,Retired,Success
453,453,5000.0,Retired,Success
454,454,,Retired,Partial Failure
455,455,80.15555555555555,Retired,Success
456,456,5000.0,Retired,Success
457,457,5000.0,Retired,Success
458,458,511.9463087248322,Retired,Success
459,459,5000.0,Retired,Success
460,460,5000.0,Retired,Success
461,461,,Retired,Success
462,462,,Retired,Partial Failure
463,463,5000.0,Retired,Success
464,464,,Retired,Success
465,465,511.9463087248322,Retired,Success
466,466,5000.0,Retired,Success
467,467,5000.0,Retired,Success
468,468,59.0,Retired,Success
469,469,5000.0,Retired,Success
470,470,,Retired,Success
471,471,,Retired,Success
472,472,,Retired,Success
473,473,5000.0,Retired,Success
474,474,511.9463087248322,Retired,Success
475,475,80.15555555555555,Retired,Failure
476,476,5000.0,Retired,Success
477,477,,Retired,Success
478,478,511.9463087248322,Retired,Success
479,479,5000.0,Retired,Failure
480,480,,Retired,Success
481,481,5000.0,Retired,Partial Failure
482,482,,Retired,Success
483,483,,Retired,Failure
484,484,59.0,Retired,Success
485,485,,Retired,Success
486,486,,Retired,Success
487,487,5000.0,Retired,Success
488,488,5000.0,Retired,Success
489,489,5000.0,Retired,Success
490,490,5000.0,Retired,Success
491,491,,Retired,Success
492,492,5000.0,Retired,Partial Failure
493,493,,Retired,Success
494,494,80.15555555555555,Retired,Success
495,495,,Retired,Success
496,496,,Retired,Success
497,497,511.9463087248322,Retired,Success
498,498,5000.0,Retired,Success
499,499,5000.0,Retired,Failure
500,500,5000.0,Retired,Success
501,501,5000.0,Retired,Success
502,502,5000.0,Retired,Success
503,503,,Retired,Success
504,504,,Retired,Success
505,505,,Retired,Success
506,506,5000.0,Retired,Success
507,507,5000.0,Retired,Prelaunch Failure
508,508,59.0,Retired,Success
509,509,5000.0,Retired,Success
510,510,,Retired,Failure
511,511,5000.0,Retired,Success
512,512,5000.0,Retired,Success
513,513,80.15555555555555,Retired,Success
514,514,5000.0,Retired,Success
515,515,5000.0,Retired,Success
516,516,511.9463087248322,Retired,Failure
517,517,,Retired,Success
518,518,,Retired,Success
519,519,5000.0,Retired,Success
520,520,,Retired,Partial Failure
521,521,5000.0,Retired,Success
522,522,5000.0,Retired,Success
523,523,,Retired,Success
524,524,59.0,Retired,Success
525,525,5000.0,Retired,Partial Failure
526,526,5000.0,Retired,Success
527,527,5000.0,Retired,Success
528,528,5000.0,Retired,Success
529,529,5000.0,Retired,Success
530,530,5000.0,Retired,Success
531,531,5000.0,Retired,Success
532,532,5000.0,Retired,Success
533,533,5000.0,Retired,Failure
534,534,5000.0,Retired,Success
535,535,5000.0,Retired,Success
536,536,,Retired,Failure
537,537,5000.0,Retired,Success
538,538,,Retired,Partial Failure
539,539,5000.0,Retired,Partial Failure
540,540,5000.0,Retired,Success
541,541,,Retired,Success
542,542,5000.0,Retired,Success
543,543,,Retired,Success
544,544,59.0,Retired,Failure
545,545,5000.0,Retired,Success
546,546,80.15555555555555,Retired,Success
547,547,,Retired,Success
548,548,5000.0,Retired,Success
549,549,5000.0,Retired,Success
550,550,5000.0,Retired,Partial Failure
551,551,5000.0,Retired,Success
552,552,5000.0,Retired,Success
553,553,,Retired,Success
554,554,5000.0,Retired,Success
555,555,5000.0,Retired,Success
556,556,,Retired,Success
557,557,5000.0,Retired,Success
558,558,5000.0,Retired,Success
559,559,5000.0,Retired,Success
560,560,5000.0,Retired,Success
561,561,,Retired,Success
562,562,5000.0,Retired,Success
563,563,5000.0,Retired,Partial Failure
564,564,5000.0,Retired,Failure
565,565,59.0,Retired,Partial Failure
566,566,5000.0,Retired,Failure
567,567,80.15555555555555,Retired,Success
568,568,5000.0,Retired,Success
569,569,,Retired,Success
570,570,5000.0,Retired,Success
571,571,5000.0,Retired,Failure
572,572,,Retired,Partial Failure
573,573,5000.0,Retired,Success
574,574,,Retired,Success
575,575,5000.0,Retired,Success
576,576,5000.0,Retired,Success
577,577,59.0,Retired,Success
578,578,5000.0,Retired,Success
579,579,5000.0,Retired,Success
580,580,5000.0,Retired,Failure
581,581,,Retired,Success
582,582,5000.0,Retired,Success
583,583,5000.0,Retired,Success
584,584,5000.0,Retired,Success
585,585,5000.0,Retired,Success
586,586,59.0,Retired,Success
587,587,5000.0,Retired,Success
588,588,5000.0,Retired,Success
589,589,5000.0,Retired,Failure
590,590,5000.0,Retired,Failure
591,591,5000.0,Retired,Success
592,592,5000.0,Retired,Success
593,593,,Retired,Success
594,594,5000.0,Retired,Success
595,595,5000.0,Retired,Success
596,596,5000.0,Retired,Success
597,597,5000.0,Retired,Success
598,598,59.0,Retired,Success
599,599,5000.0,Retired,Success
600,600,5000.0,Retired,Success
601,601,5000.0,Retired,Success
602,602,5000.0,Retired,Success
603,603,5000.0,Retired,Success
604,604,5000.0,Retired,Success
605,605,,Retired,Success
606,606,,Retired,Success
607,607,1160.0,Retired,Success
608,608,5000.0,Retired,Success
609,609,5000.0,Retired,Failure
610,610,5000.0,Retired,Success
611,611,5000.0,Retired,Success
612,612,,Retired,Success
613,613,5000.0,Retired,Success
614,614,59.0,Retired,Success
615,615,5000.0,Retired,Success
616,616,5000.0,Retired,Success
617,617,5000.0,Retired,Success
618,618,5000.0,Retired,Success
619,619,,Retired,Success
620,620,5000.0,Retired,Success
621,621,59.0,Retired,Success
622,622,5000.0,Retired,Success
623,623,511.9463087248322,Retired,Success
624,624,5000.0,Retired,Success
625,625,5000.0,Retired,Failure
626,626,5000.0,Retired,Success
627,627,5000.0,Retired,Success
628,628,5000.0,Retired,Partial Failure
629,629,,Retired,Success
630,630,5000.0,Retired,Success
631,631,5000.0,Retired,Success
632,632,5000.0,Retired,Failure
633,633,59.0,Retired,Success
634,634,5000.0,Retired,Success
635,635,5000.0,Retired,Success
636,636,5000.0,Retired,Success
637,637,5000.0,Retired,Success
638,638,,Retired,Success
639,639,5000.0,Retired,Success
640,640,1160.0,Retired,Partial Failure
641,641,,Retired,Success
642,642,5000.0,Retired,Success
643,643,5000.0,Retired,Success
644,644,5000.0,Retired,Success
645,645,5000.0,Retired,Success
646,646,59.0,Retired,Success
647,647,5000.0,Retired,Success
648,648,5000.0,Retired,Success
649,649,5000.0,Retired,Success
650,650,5000.0,Retired,Success
651,651,5000.0,Retired,Failure
652,652,5000.0,Retired,Partial Failure
653,653,5000.0,Retired,Success
654,654,5000.0,Retired,Success
655,655,5000.0,Retired,Success
656,656,5000.0,Retired,Success
657,657,5000.0,Retired,Success
658,658,5000.0,Retired,Success
659,659,5000.0,Retired,Success
660,660,5000.0,Retired,Failure
661,661,59.0,Retired,Success
662,662,5000.0,Retired,Success
663,663,5000.0,Retired,Success
664,664,80.15555555555555,Retired,Success
665,665,5000.0,Retired,Failure
666,666,5000.0,Retired,Success
667,667,5000.0,Retired,Success
668,668,5000.0,Retired,Success
669,669,5000.0,Retired,Success
670,670,5000.0,Retired,Success
671,671,5000.0,Retired,Success
672,672,,Retired,Success
673,673,5000.0,Retired,Success
674,674,5000.0,Retired,Success
675,675,5000.0,Retired,Success
676,676,,Retired,Success
677,677,59.0,Retired,Success
678,678,59.0,Retired,Success
679,679,5000.0,Retired,Success
680,680,,Retired,Partial Failure
681,681,,Retired,Failure
682,682,5000.0,Retired,Success
683,683,5000.0,Retired,Success
684,684,5000.0,Retired,Success
685,685,5000.0,Retired,Success
686,686,5000.0,Retired,Success
687,687,5000.0,Retired,Success
688,688,5000.0,Retired,Success
689,689,5000.0,Retired,Success
690,690,5000.0,Retired,Success
691,691,80.15555555555555,Retired,Success
692,692,5000.0,Retired,Success
693,693,5000.0,Retired,Success
694,694,5000.0,Retired,Success
695,695,5000.0,Retired,Partial Failure
696,696,5000.0,Retired,Success
697,697,511.9463087248322,Retired,Success
698,698,5000.0,Retired,Success
699,699,5000.0,Retired,Success
700,700,5000.0,Retired,Success
701,701,5000.0,Retired,Success
702,702,5000.0,Retired,Success
703,703,5000.0,Retired,Success
704,704,5000.0,Retired,Success
705,705,59.0,Retired,Success
706,706,5000.0,Retired,Success
707,707,5000.0,Retired,Success
708,708,5000.0,Retired,Success
709,709,5000.0,Retired,Success
710,710,,Retired,Success
711,711,5000.0,Retired,Success
712,712,5000.0,Retired,Success
713,713,5000.0,Retired,Success
714,714,59.0,Retired,Success
715,715,,Retired,Success
716,716,5000.0,Retired,Success
717,717,5000.0,Retired,Success
718,718,5000.0,Retired,Success
719,719,5000.0,Retired,Success
720,720,1160.0,Retired,Success
721,721,5000.0,Retired,Success
722,722,5000.0,Retired,Success
723,723,5000.0,Retired,Success
724,724,5000.0,Retired,Success
725,725,5000.0,Retired,Success
726,726,5000.0,Retired,Success
727,727,5000.0,Retired,Failure
728,728,59.0,Retired,Success
729,729,5000.0,Retired,Success
730,730,5000.0,Retired,Failure
731,731,5000.0,Retired,Failure
732,732,5000.0,Retired,Success
733,733,80.15555555555555,Retired,Success
734,734,5000.0,Retired,Failure
735,735,5000.0,Retired,Failure
736,736,,Retired,Success
737,737,5000.0,Retired,Success
738,738,5000.0,Retired,Success
739,739,1160.0,Retired,Success
740,740,59.0,Retired,Success
741,741,5000.0,Retired,Success
742,742,5000.0,Retired,Success
743,743,5000.0,Retired,Success
744,744,5000.0,Retired,Success
745,745,5000.0,Retired,Success
746,746,,Retired,Success
747,747,5000.0,Retired,Success
748,748,5000.0,Retired,Success
749,749,5000.0,Retired,Failure
750,750,5000.0,Retired,Failure
751,751,,Retired,Success
752,752,5000.0,Retired,Success
753,753,5000.0,Retired,Failure
754,754,5000.0,Retired,Success
755,755,5000.0,Retired,Success
756,756,5000.0,Retired,Success
757,757,5000.0,Retired,Success
758,758,,Retired,Success
759,759,5000.0,Retired,Success
760,760,59.0,Retired,Success
761,761,5000.0,Retired,Success
762,762,5000.0,Retired,Partial Failure
763,763,1160.0,Retired,Success
764,764,5000.0,Retired,Success
765,765,80.15555555555555,Retired,Success
766,766,5000.0,Retired,Success
767,767,5000.0,Retired,Success
768,768,5000.0,Retired,Success
769,769,59.0,Retired,Success
770,770,5000.0,Retired,Success
771,771,5000.0,Retired,Failure
772,772,5000.0,Retired,Success
773,773,5000.0,Retired,Success
774,774,5000.0,Retired,Success
775,775,,Retired,Failure
776,776,5000.0,Retired,Failure
777,777,5000.0,Retired,Success
778,778,1160.0,Retired,Success
779,779,5000.0,Retired,Success
780,780,5000.0,Retired,Success
781,781,5000.0,Retired,Failure
782,782,5000.0,Retired,Success
783,783,5000.0,Retired,Success
784,784,,Retired,Success
785,785,5000.0,Retired,Success
786,786,5000.0,Retired,Success
787,787,5000.0,Retired,Success
788,788,5000.0,Retired,Success
789,789,59.650769230769235,Retired,Success
790,790,5000.0,Retired,Success
791,791,5000.0,Retired,Success
792,792,5000.0,Retired,Success
793,793,5000.0,Retired,Success
794,794,,Retired,Failure
795,795,5000.0,Retired,Success
796,796,5000.0,Retired,Success
797,797,5000.0,Retired,Success
798,798,5000.0,Retired,Success
799,799,5000.0,Retired,Success
800,800,5000.0,Retired,Success
801,801,5000.0,Retired,Success
802,802,5000.0,Retired,Success
803,803,5000.0,Retired,Success
804,804,5000.0,Retired,Success
805,805,5000.0,Retired,Failure
806,806,5000.0,Retired,Success
807,807,5000.0,Retired,Success
808,808,59.650769230769235,Retired,Success
809,809,,Retired,Success
810,810,5000.0,Retired,Success
811,811,5000.0,Retired,Success
812,812,1160.0,Retired,Success
813,813,5000.0,Retired,Success
814,814,39.13066945606695,Retired,Failure
815,815,5000.0,Retired,Success
816,816,5000.0,Retired,Success
817,817,5000.0,Retired,Failure
818,818,5000.0,Retired,Success
819,819,5000.0,Retired,Success
820,820,5000.0,Retired,Success
821,821,5000.0,Retired,Success
822,822,5000.0,Retired,Success
823,823,5000.0,Retired,Success
824,824,5000.0,Retired,Failure
825,825,5000.0,Retired,Success
826,826,59.650769230769235,Retired,Success
827,827,5000.0,Retired,Success
828,828,5000.0,Retired,Success
829,829,5000.0,Retired,Success
830,830,5000.0,Retired,Success
831,831,5000.0,Retired,Failure
832,832,5000.0,Retired,Failure
833,833,5000.0,Retired,Success
834,834,,Retired,Success
835,835,5000.0,Retired,Success
836,836,5000.0,Retired,Success
837,837,5000.0,Retired,Success
838,838,,Retired,Success
839,839,5000.0,Retired,Success
840,840,5000.0,Retired,Partial Failure
841,841,5000.0,Retired,Success
842,842,5000.0,Retired,Success
843,843,5000.0,Retired,Success
844,844,5000.0,Retired,Success
845,845,5000.0,Retired,Success
846,846,80.15555555555555,Retired,Success
847,847,5000.0,Retired,Success
848,848,1160.0,Retired,Success
849,849,5000.0,Retired,Success
850,850,59.650769230769235,Retired,Success
851,851,5000.0,Retired,Success
852,852,39.13066945606695,Retired,Success
853,853,5000.0,Retired,Success
854,854,5000.0,Retired,Success
855,855,5000.0,Retired,Success
856,856,5000.0,Retired,Success
857,857,5000.0,Retired,Success
858,858,5000.0,Retired,Failure
859,859,29.581,Retired,Success
860,860,5000.0,Retired,Success
861,861,,Retired,Failure
862,862,5000.0,Retired,Success
863,863,5000.0,Retired,Success
