,id,Company,Rocket,Mission,Price
0,0,RVSN USSR,Sputnik 8K71PS,Sputnik-1,5000.0
1,1,RVSN USSR,Sputnik 8K71PS,Sputnik-2,5000.0
2,2,US Navy,Vanguard,Vanguard TV3,
3,3,AMBA,Juno I,Explorer 1,
4,4,US Navy,Vanguard,Vanguard TV3BU,
5,5,AMBA,Juno I,Explorer 2,
6,6,US Navy,Vanguard,Vanguard 1,
7,7,AMBA,Juno I,Explorer 3,
8,8,RVSN USSR,Sputnik 8A91,Sputnik-3 #1,5000.0
9,9,US Navy,Vanguard,Vanguard TV5,
10,10,RVSN USSR,Sputnik 8A91,Sputnik-3 #2,5000.0
11,11,US Navy,Vanguard,Vanguard SLV-1,
12,12,US Navy,Vanguard,Vanguard SLV-2,
13,13,US Navy,NOTS-EV-1 Pilot II,Pilot-1 (D1),
14,14,AMBA,Juno I,Explorer 4,
15,15,US Navy,NOTS-EV-1 Pilot II,Pilot-2 (D2),
16,16,US Air Force,Thor-DM 18 Able I,Pioneer 0,59.650769230769235
17,17,US Navy,NOTS-EV-1 Pilot II,Pilot-3 (D3),
18,18,AMBA,Juno I,Explorer 5,
19,19,US Navy,NOTS-EV-1 Pilot II,Pilot-4 (R1),
20,20,US Navy,NOTS-EV-1 Pilot II,Pilot-5 (R2),
21,21,US Navy,NOTS-EV-1 Pilot II,Pilot-6 (R3,
22,22,RVSN USSR,Vostok,E-1 nâ Â­1 (Luna-1),5000.0
23,23,US Navy,Vanguard,Vanguard SLV-3,
24,24,NASA,Thor-DM 18 Able I,Pioneer 1,511.9463087248322
25,25,RVSN USSR,Vostok,E-1 nâ Â­2 (Luna-1),5000.0
26,26,AMBA,Juno I,Beacon 1,
27,27,NASA,Thor-DM 18 Able I,Pioneer 2,511.9463087248322
28,28,RVSN USSR,Vostok,E-1 nâ Â­3 (Luna-1),5000.0
29,29,AMBA,Juno II,Pioneer 3,
30,30,US Air Force,SM-65B Atlas,SCORE,59.650769230769235
31,31,RVSN USSR,Vostok,Luna-1,5000.0
32,32,US Navy,Vanguard,Vanguard 2,
33,33,US Air Force,Thor-DM18 Agena-A,Discoverer 1,59.650769230769235
34,34,US Air Force,Thor-DM18 Agena-A,Discoverer 2,59.650769230769235
35,35,US Navy,Vanguard,Vanguard SLV-5,
36,36,US Air Force,Thor-DM18 Agena-A,Discoverer 3,59.650769230769235
37,37,RVSN USSR,Vostok,E-1A nâ Â­1 (Luna-2),5000.0
38,38,US Navy,Vanguard,Vanguard SLV-6,
39,39,US Air Force,Thor-DM18 Agena-A,Discoverer 4,59.650769230769235
40,40,US Air Force,Thor DM-18 Able-III,Explorer 6,59.650769230769235
41,41,US Air Force,Thor-DM18 Agena-A,Discoverer 5,59.650769230769235
42,42,US Air Force,Thor-DM18 Agena-A,Discoverer 6,59.650769230769235
43,43,NASA,Atlas-D Mercury,Big Joe 1,511.9463087248322
44,44,RVSN USSR,Vostok,Luna-2,5000.0
45,45,US Air Force,Thor DM-18 Able-II,Transit 1A,59.650769230769235
46,46,US Navy,Vanguard,Vanguard 3,
47,47,RVSN USSR,Vostok,Luna-3,5000.0
48,48,US Air Force,Thor-DM18 Agena-A,Discoverer 7,59.650769230769235
49,49,US Air Force,Thor-DM18 Agena-A,Discoverer 8,59.650769230769235
50,50,General Dynamics,Atlas-D Able,Pioneer P-3,
51,51,US Air Force,Thor-DM18 Agena-A,Discoverer 9,59.650769230769235
52,52,US Air Force,Thor-DM18 Agena-A,Discoverer 10,59.650769230769235
53,53,General Dynamics,Atlas-LV3 Agena-A,Midas 1,
54,54,US Air Force,Thor DM-18 Able-IV,Pioneer 5,59.650769230769235
55,55,US Air Force,Thor DM-18 Able-II,TIROS-1,59.650769230769235
56,56,US Air Force,Thor-DM21 Ablestar,Transit 1B,59.650769230769235
57,57,RVSN USSR,Vostok,E-3 nâ Â­2 (Luna-3),5000.0
58,58,US Air Force,Thor-DM18 Agena-A,Discoverer 11,59.650769230769235
59,59,RVSN USSR,Vostok,E-3 nâ Â­3 (Luna-3),5000.0
60,60,US Air Force,Thor DM-19 Delta,Echo 1,59.650769230769235
61,61,RVSN USSR,Vostok,Korabl-Sputnik 1,5000.0
62,62,General Dynamics,Atlas-LV3 Agena-A,Midas 2,
63,63,US Air Force,Thor-DM21 Ablestar,Transit 2A & GRAB-1,59.650769230769235
64,64,US Air Force,Thor-DM18 Agena-A,Discoverer 12,59.650769230769235
65,65,RVSN USSR,Vostok,1K nâ Â­2 (Korabl-Sputnik 2),5000.0
66,66,NASA,Atlas-D Mercury,Mercury-Atlas 1 (MA-1),511.9463087248322
67,67,US Air Force,Thor-DM18 Agena-A,Discoverer 13,59.650769230769235
68,68,US Air Force,Thor DM-19 Delta,Echo 1A,59.650769230769235
69,69,US Air Force,Thor-DM18 Agena-A,Discoverer 14,59.650769230769235
70,70,US Air Force,Thor-DM21 Ablestar,Courier 1A,59.650769230769235
71,71,RVSN USSR,Vostok,Korabl-Sputnik 2,5000.0
72,72,US Air Force,Thor-DM18 Agena-A,Discoverer 15,59.650769230769235
73,73,General Dynamics,Atlas-D Able,Pioneer P-30,
74,74,US Air Force,Thor-DM21 Ablestar,Courier 1B,59.650769230769235
75,75,RVSN USSR,Molniya,1M nâ Â­1 (Marsnik 1),5000.0
76,76,General Dynamics,Atlas-LV3 Agena-A,Samos 1,
77,77,RVSN USSR,Molniya,1M nâ Â­2 (Marsnik 2),5000.0
78,78,US Air Force,Thor DM-21 Agena-B,Discoverer 16,59.650769230769235
79,79,US Air Force,Thor DM-21 Agena-B,Discoverer 17,59.650769230769235
80,80,NASA,Mercury-Redstone,Mercury-Redstone 1 (MR-1),511.9463087248322
81,81,US Air Force,Thor DM-19 Delta,TIROS-2,59.650769230769235
82,82,US Air Force,Thor-DM21 Ablestar,Transit 3A & GRAB-2,59.650769230769235
83,83,RVSN USSR,Vostok,Korabl-Sputnik 3,5000.0
84,84,NASA,Scout X-1,Explorer (S-56),511.9463087248322
85,85,US Air Force,Thor DM-21 Agena-B,Discoverer 18,59.650769230769235
86,86,General Dynamics,Atlas-D Able,Pioneer P-31,
87,87,NASA,Mercury-Redstone,Mercury-Redstone 1A (MR-1A),511.9463087248322
88,88,US Air Force,Thor DM-21 Agena-B,Discoverer 19,59.650769230769235
89,89,RVSN USSR,Vostok,1K nâ Â­5 (Korabl-Sputnik 3),5000.0
90,90,NASA,Mercury-Redstone,Mercury-Redstone 2 (MR-2),511.9463087248322
91,91,General Dynamics,Atlas-LV3 Agena-A,Samos 2,
92,92,RVSN USSR,Molniya,1VA nâ Â­1 (Venera 1),5000.0
93,93,RVSN USSR,Molniya,Venera 1,5000.0
94,94,NASA,Scout X-1,Explorer 9 (S-56A),511.9463087248322
95,95,US Air Force,Thor DM-21 Agena-B,Discoverer 20,59.650769230769235
96,96,US Air Force,Thor DM-21 Agena-B,Discoverer 21,59.650769230769235
97,97,NASA,Atlas-D Mercury,Mercury-Atlas 2 (MA-2),511.9463087248322
98,98,US Air Force,Thor-DM21 Ablestar,Transit 3B & Lofti 1,59.650769230769235
99,99,RVSN USSR,Vostok,Korabl-Sputnik 4,5000.0
100,100,NASA,Mercury-Redstone,Mercury-Redstone BD (MR-BD),511.9463087248322
101,101,RVSN USSR,Vostok,Korabl-Sputnik 5,5000.0
102,102,US Air Force,Thor DM-19 Delta,Explorer 10,59.650769230769235
103,103,US Air Force,Thor DM-21 Agena-B,Discoverer 22,59.650769230769235
104,104,US Air Force,Thor DM-21 Agena-B,Discoverer 23,59.650769230769235
105,105,RVSN USSR,Vostok,Vostok 1,5000.0
106,106,NASA,Atlas-D Mercury,Mercury-Atlas 3 (MA-3),511.9463087248322
107,107,NASA,Mercury-Redstone,Freedom 7 (MR-3),511.9463087248322
108,108,US Air Force,Thor DM-21 Agena-B,Discoverer 24,59.650769230769235
109,109,US Air Force,Thor DM-21 Agena-B,Discoverer 25,59.650769230769235
110,110,US Air Force,Thor-DM21 Ablestar,"Transit 4A, Injun 1 & GRAB-3",59.650769230769235
111,111,NASA,Scout X-1,Explorer (S-55),511.9463087248322
112,112,US Air Force,Thor DM-21 Agena-B,Discoverer 26,59.650769230769235
113,113,US Air Force,Thor DM-19 Delta,TIROS-3,59.650769230769235
114,114,General Dynamics,Atlas-LV3 Agena-B,Midas 3,
115,115,NASA,Mercury-Redstone,Liberty Bell 7 (MR-4),511.9463087248322
116,116,US Air Force,Thor DM-21 Agena-B,Discoverer 27,59.650769230769235
117,117,US Air Force,Thor DM-21 Agena-B,Discoverer 28,59.650769230769235
118,118,RVSN USSR,Vostok,Vostok 2,5000.0
119,119,US Air Force,Thor DM-19 Delta,Explorer 12,59.650769230769235
120,120,General Dynamics,Atlas-LV3 Agena-B,Ranger 1,
121,121,NASA,Scout X-1,Explorer 13,511.9463087248322
122,122,US Air Force,Thor DM-21 Agena-B,Discoverer 29,59.650769230769235
123,123,General Dynamics,Atlas-LV3 Agena-B,Samos 3,
124,124,US Air Force,Thor DM-21 Agena-B,Discoverer 30,59.650769230769235
125,125,NASA,Atlas-D Mercury,Mercury-Atlas 4 (MA-4),511.9463087248322
126,126,US Air Force,Thor DM-21 Agena-B,Discoverer 31,59.650769230769235
127,127,US Air Force,Thor DM-21 Agena-B,Discoverer 32,59.650769230769235
128,128,General Dynamics,Atlas-LV3 Agena-B,Midas 4,
129,129,US Air Force,Thor DM-21 Agena-B,Discoverer 33,59.650769230769235
130,130,RVSN USSR,Cosmos-2I (63S1),DS-1 1,5000.0
131,131,NASA,Blue Scout II,Mercury-Scout 1 (MS-1),511.9463087248322
132,132,US Air Force,Thor DM-21 Agena-B,Discoverer 34,59.650769230769235
133,133,US Air Force,Thor DM-21 Agena-B,Discoverer 35,59.650769230769235
134,134,US Air Force,Thor-DM21 Ablestar,Transit 4B & TRAAC,59.650769230769235
135,135,General Dynamics,Atlas-LV3 Agena-B,Ranger 2,
136,136,General Dynamics,Atlas-LV3 Agena-B,Samos 4,
137,137,NASA,Atlas-D Mercury,Mercury-Atlas 5 (MA-5),511.9463087248322
138,138,RVSN USSR,Vostok,Zenit-2 nâ Â­1,5000.0
139,139,US Air Force,Thor DM-21 Agena-B,Discoverer 36 & Oscar 1,59.650769230769235
140,140,RVSN USSR,Cosmos-2I (63S1),DS-1 2,5000.0
141,141,General Dynamics,Atlas-LV3 Agena-B,Samos 5,
142,142,US Air Force,Thor DM-21 Agena-B,Discoverer 37,59.650769230769235
143,143,US Air Force,Thor-DM21 Ablestar,LOFTI-2A & Others,59.650769230769235
144,144,General Dynamics,Atlas-LV3 Agena-B,Ranger 3,
145,145,US Air Force,Thor DM-19 Delta,TIROS-4,59.650769230769235
146,146,NASA,Atlas-D Mercury,Friendship 7 (MA-6),511.9463087248322
147,147,US Air Force,Thor DM-21 Agena-B,FTV 2301,59.650769230769235
148,148,US Air Force,Thor DM-21 Agena-B,Discoverer 38,59.650769230769235
149,149,US Air Force,Thor DM-19 Delta,OSO-1,59.650769230769235
150,150,General Dynamics,Atlas-LV3 Agena-B,Samos 6,
151,151,RVSN USSR,Cosmos-2I (63S1),Cosmos 1,5000.0
152,152,RVSN USSR,Cosmos-2I (63S1),Cosmos 2,5000.0
153,153,General Dynamics,Atlas-LV3 Agena-B,Midas 5,
154,154,US Air Force,Thor DM-21 Agena-B,Discoverer 39,59.650769230769235
155,155,General Dynamics,Atlas-LV3 Agena-B,Ranger 4,
156,156,RVSN USSR,Cosmos-2I (63S1),Cosmos 3,5000.0
157,157,RVSN USSR,Vostok,Cosmos 4,5000.0
158,158,NASA,Scout X-2,Solrad 4B,511.9463087248322
159,159,US Air Force,Thor DM-19 Delta,Ariel 1,59.650769230769235
160,160,General Dynamics,Atlas-LV3 Agena-B,Samos 7,
161,161,US Air Force,Thor DM-21 Agena-B,FTV 1125,59.650769230769235
162,162,General Dynamics,Atlas-LV3C Centaur-A,AC-1 (Test Vehicle),
163,163,US Air Force,Thor-DM21 Ablestar,ANNA 1A,59.650769230769235
164,164,US Air Force,Thor DM-21 Agena-B,FTV 1126,59.650769230769235
165,165,NASA,Atlas-D Mercury,Aurora 7 (MA-7),511.9463087248322
166,166,US Air Force,Scout X-2M,DSAP-1 F1 (Program 35),59.650769230769235
167,167,RVSN USSR,Cosmos-2I (63S1),Cosmos 5,5000.0
168,168,US Air Force,Thor DM-21 Agena-B,FTV 1128,59.650769230769235
169,169,RVSN USSR,Vostok-2,Zenit-2 nâ Â­3,5000.0
170,170,US Air Force,Thor-DM18 Agena-A,FTV 1127 & Oscar 2,59.650769230769235
171,171,General Dynamics,Atlas-LV3 Agena-B,Samos 8,
172,172,US Air Force,Thor DM-21 Agena-B,FTV 2312,59.650769230769235
173,173,US Air Force,Thor DM-19 Delta,TIROS-5,59.650769230769235
174,174,US Air Force,Thor DM-21 Agena-B,FTV 1129,59.650769230769235
175,175,US Air Force,Thor DM-21 Agena-D,FTV 1151,59.650769230769235
176,176,RVSN USSR,Cosmos-2I (63S1),Cosmos 6,5000.0
177,177,US Air Force,Thor DM-19 Delta,Telstar 1,59.650769230769235
178,178,General Dynamics,Atlas-LV3 Agena-B,Samos 9,
179,179,US Air Force,Thor DM-21 Agena-B,FTV 1130,59.650769230769235
180,180,General Dynamics,Atlas-LV3 Agena-B,Mariner 1,
181,181,US Air Force,Thor DM-21 Agena-B,FTV 1131,59.650769230769235
182,182,RVSN USSR,Vostok-2,Cosmos 7,5000.0
183,183,US Air Force,Thor DM-21 Agena-D,FTV 1152,59.650769230769235
184,184,General Dynamics,Atlas-LV3 Agena-B,Samos 10,
185,185,RVSN USSR,Vostok,Vostok 3,5000.0
186,186,RVSN USSR,Vostok,Vostok 4,5000.0
187,187,RVSN USSR,Cosmos-2I (63S1),Cosmos 8,5000.0
188,188,US Air Force,Scout X-2M,DSAP-1 F2 (Program 35),59.650769230769235
189,189,RVSN USSR,Molniya,2MV-1 nâ Â­1 (Venera 2),5000.0
190,190,General Dynamics,Atlas-LV3 Agena-B,Mariner 2,
191,191,US Air Force,Thor DM-21 Agena-D,FTV 1153,59.650769230769235
192,192,RVSN USSR,Molniya,2MV-1 nâ Â­2 (Venera 2),5000.0
193,193,US Air Force,Thor DM-21 Agena-B,FTV 1132,59.650769230769235
194,194,RVSN USSR,Molniya,2MV-2 nâ Â­1 (Venera 2),5000.0
195,195,US Air Force,Thor DM-21 Agena-B,FTV 1133 & ERS-2,59.650769230769235
196,196,US Air Force,Thor DM-19 Delta,TIROS-6,59.650769230769235
197,197,RVSN USSR,Vostok-2,Cosmos 9,5000.0
198,198,US Air Force,Thor DM-21 Agena-B,Alouette 1 & TAVE,59.650769230769235
199,199,US Air Force,Thor DM-21 Agena-D,FTV 1154,59.650769230769235
200,200,US Air Force,Delta A,Explorer 14,59.650769230769235
201,201,NASA,Atlas-D Mercury,Sigma 7 (MA-8),511.9463087248322
202,202,US Air Force,Thor DM-21 Agena-B,FTV 1134,59.650769230769235
203,203,RVSN USSR,Vostok-2,Cosmos 10,5000.0
204,204,General Dynamics,Atlas-LV3 Agena-B,Ranger 5,
205,205,RVSN USSR,Cosmos-2I (63S1),Cosmos 11,5000.0
206,206,RVSN USSR,Molniya,2MV-4 nâ Â­1 (Mars 1),5000.0
207,207,RVSN USSR,Cosmos-2I (63S1),1MS #2,5000.0
208,208,US Air Force,Thor DM-21 Agena-D,STARAD,59.650769230769235
209,209,US Air Force,Delta A,Explorer 15,59.650769230769235
210,210,US Air Force,Thor-DM21 Ablestar,ANNA 1B,59.650769230769235
211,211,RVSN USSR,Molniya,Mars 1,5000.0
212,212,RVSN USSR,Molniya,2MV-3 nâ Â­1 (Mars 2),5000.0
213,213,US Air Force,Thor DM-21 Agena-B,FTV 1136,59.650769230769235
214,214,General Dynamics,Atlas-LV3 Agena-B,Samos 11,
215,215,US Air Force,Thor DM-21 Agena-B,FTV 1135,59.650769230769235
216,216,US Air Force,Thor DM-21 Agena-D,FTV 1155,59.650769230769235
217,217,US Air Force,Thor DM-21 Agena-D,Injun 3 & Others,59.650769230769235
218,218,US Air Force,Delta B,Relay 1,59.650769230769235
219,219,US Air Force,Thor DM-21 Agena-D,FTV 1156,59.650769230769235
220,220,NASA,Scout X-3,Explorer 16 (S-55B),511.9463087248322
221,221,General Dynamics,Atlas-LV3 Agena-B,Midas 6,
222,222,US Air Force,Scout X-3,Transit-5A 1,59.650769230769235
223,223,RVSN USSR,Vostok-2,Cosmos 12,5000.0
224,224,RVSN USSR,Molniya,E-6 nâ Â­1 (Luna 4),5000.0
225,225,RVSN USSR,Molniya,E-6 nâ Â­2 (Luna 4),5000.0
226,226,US Air Force,Scout X-3M,DSAP-1 F3 (Program 35),59.650769230769235
227,227,RVSN USSR,Vostok-2,Cosmos 13,5000.0
228,228,RVSN USSR,Molniya,Luna 4,5000.0
229,229,US Air Force,Scout X-3,Transit-5A 2,59.650769230769235
230,230,RVSN USSR,Cosmos-2I (63S1),DS-P1 #2,5000.0
231,231,RVSN USSR,Cosmos-2I (63S1),Cosmos 14,5000.0
232,232,RVSN USSR,Vostok-2,Cosmos 15,5000.0
233,233,US Air Force,Scout X-2M,DSAP-1 F4 (Program 35),59.650769230769235
234,234,RVSN USSR,Vostok-2,Cosmos 16,5000.0
235,235,General Dynamics,Atlas-LV3 Agena-B,Midas 7,
236,236,NASA,Atlas-D Mercury,Faith 7 (MA-9),511.9463087248322
237,237,RVSN USSR,Cosmos-2I (63S1),Cosmos 17,5000.0
238,238,RVSN USSR,Vostok-2,Cosmos 18,5000.0
239,239,RVSN USSR,Cosmos-2I (63S1),DS-MT #1,5000.0
240,240,General Dynamics,Atlas-LV3 Agena-B,Midas 8,
241,241,RVSN USSR,Vostok,Vostok 5,5000.0
242,242,US Air Force,Scout X-3,Transit-5A 3,59.650769230769235
243,243,RVSN USSR,Vostok,Vostok 6,5000.0
244,244,US Air Force,Scout X-4,CRL-1 (GRS),59.650769230769235
245,245,RVSN USSR,Vostok-2,Zenit-2 nâ Â­12,5000.0
246,246,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4001,
247,247,General Dynamics,Atlas-LV3 Agena-B,Midas 9,
248,248,RVSN USSR,Cosmos-2I (63S1),Cosmos 19,5000.0
249,249,RVSN USSR,Cosmos-2I (63S1),DS-A1 #3,5000.0
250,250,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4002,
251,251,US Air Force,Scout X-2B,DSAP-1 F5 (Program 35),59.650769230769235
252,252,General Dynamics,Atlas-LV3 Agena-D,Vela 1A/1B,
253,253,RVSN USSR,Vostok-2,Cosmos 20,5000.0
254,254,RVSN USSR,Cosmos-2I (63S1),DS-A1 #4,5000.0
255,255,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4003,
256,256,RVSN USSR,Poliot,Poliot-1,5000.0
257,257,RVSN USSR,Molniya,Cosmos 21,5000.0
258,258,RVSN USSR,Voskhod,Cosmos 22,5000.0
259,259,General Dynamics,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),
260,260,RVSN USSR,Vostok-2,Zenit-2 nâ Â­14,5000.0
261,261,RVSN USSR,Cosmos-2I (63S1),Cosmos 23,5000.0
262,262,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4004,
263,263,RVSN USSR,Vostok-2,Cosmos 24,5000.0
264,264,NASA,Scout X-4,Explorer 19 (AD-A),511.9463087248322
265,265,NASA,Saturn I,SA-5,511.9463087248322
266,266,RVSN USSR,Vostok,Elektron 1 & 2,5000.0
267,267,General Dynamics,Atlas-LV3 Agena-B,Ranger 6,
268,268,RVSN USSR,Molniya,3MV-1 nâ Â­2 (Zond 1),5000.0
269,269,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4005,
270,270,RVSN USSR,Cosmos-2I (63S1),Cosmos 25,5000.0
271,271,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4006,
272,272,RVSN USSR,Cosmos-2I (63S1),Cosmos 26,5000.0
273,273,RVSN USSR,Molniya,E-6 nâ Â­6,5000.0
274,274,RVSN USSR,Molniya,Cosmos 27,5000.0
275,275,RVSN USSR,Molniya,Zond 1,5000.0
276,276,RVSN USSR,Vostok-2,Cosmos 28,5000.0
277,277,NASA,Titan II GLV,Gemini 1,511.9463087248322
278,278,RVSN USSR,Poliot,Poliot-2,5000.0
279,279,RVSN USSR,Molniya,E-6 nâ Â­5 (Luna 5),5000.0
280,280,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4007,
281,281,RVSN USSR,Vostok-2,Cosmos 29,5000.0
282,282,RVSN USSR,Voskhod,Cosmos 30,5000.0
283,283,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4008,
284,284,NASA,Saturn I,A-101,511.9463087248322
285,285,RVSN USSR,Molniya,Molniya-1 nâ Â­1,5000.0
286,286,RVSN USSR,Cosmos-2I (63S1),Cosmos 31,5000.0
287,287,RVSN USSR,Vostok-2,Cosmos 32,5000.0
288,288,RVSN USSR,Vostok-2,Cosmos 33,5000.0
289,289,General Dynamics,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),
290,290,RVSN USSR,Voskhod,Cosmos 34,5000.0
291,291,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4009,
292,292,RVSN USSR,Vostok,Elektron 3 & 4,5000.0
293,293,RVSN USSR,Vostok-2,Cosmos 35,5000.0
294,294,General Dynamics,Atlas-LV3 Agena-D,Vela 2A/2B,
295,295,General Dynamics,Atlas-LV3 Agena-B,Ranger 7,
296,296,RVSN USSR,Cosmos-2I (63S1),Cosmos 36,5000.0
297,297,RVSN USSR,Vostok-2,Cosmos 37,5000.0
298,298,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,
299,299,RVSN USSR,Cosmos-1 (65S3),"Cosmos 38, 39 & 40",5000.0
300,300,RVSN USSR,Molniya,Cosmos 41,5000.0
301,301,RVSN USSR,Cosmos-2I (63S1),Cosmos 42 & 43,5000.0
302,302,RVSN USSR,Vostok-2M,Cosmos 44,5000.0
303,303,US Air Force,Titan IIIA,Transtage 1,63.23
304,304,General Dynamics,Atlas-LV3 Agena-B,OGO 1,
305,305,RVSN USSR,Voskhod,Cosmos 45,5000.0
306,306,NASA,Saturn I,A-102,511.9463087248322
307,307,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,
308,308,RVSN USSR,Vostok-2,Cosmos 46,5000.0
309,309,RVSN USSR,Voskhod,Cosmos 47,5000.0
310,310,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,
311,311,RVSN USSR,Voskhod,Voskhod 1,5000.0
312,312,RVSN USSR,Vostok-2,Cosmos 48,5000.0
313,313,General Dynamics,Atlas-LV3 Agena-D,KH-7 Gambit 4013,
314,314,RVSN USSR,Cosmos-1 (65S3),"Strela-1 #4, 5, 6",5000.0
315,315,RVSN USSR,Cosmos-2I (63S1),Cosmos 49,5000.0
316,316,RVSN USSR,Vostok-2,Cosmos 50,5000.0
317,317,General Dynamics,Atlas-LV3 Agena-D,Mariner 3,
318,318,General Dynamics,Atlas-LV3 Agena-D,Mariner 4,
319,319,RVSN USSR,Molniya,Zond 2,5000.0
320,320,RVSN USSR,Cosmos-2I (63S1),DS-2 #2,5000.0
321,321,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,
322,322,RVSN USSR,Cosmos-2I (63S1),Cosmos 51,5000.0
323,323,US Air Force,Titan IIIA,Transtage 2,63.23
324,324,General Dynamics,Atlas-LV3C Centaur-C,Surveyor-Model 1,
325,325,RVSN USSR,Vostok-2,Cosmos 52,5000.0
326,326,NASA,Titan II GLV,Gemini 2,511.9463087248322
327,327,General Dynamics,Atlas-D OV1,OV1-1,
328,328,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,
329,329,RVSN USSR,Cosmos-2I (63S1),Cosmos 53,5000.0
330,330,US Air Force,Titan IIIA,LES 1,63.23
331,331,RVSN USSR,Cosmos-2I (63S1),DS-P1 You #2,5000.0
332,332,NASA,Saturn I,A-103,511.9463087248322
333,333,General Dynamics,Atlas-LV3 Agena-B,Ranger 8,
334,334,RVSN USSR,Cosmos-2I (63S1),DS-A1 #6,5000.0
335,335,RVSN USSR,Cosmos-1 (65S3),"Cosmos 54, 55 & 56",5000.0
336,336,RVSN USSR,Voskhod,Cosmos 57,5000.0
337,337,RVSN USSR,Vostok-2M,Cosmos 58,5000.0
338,338,General Dynamics,Atlas-LV3C Centaur-C,Surveyor-SD 1,
339,339,RVSN USSR,Voskhod,Cosmos 59,5000.0
340,340,RVSN USSR,Molniya,Cosmos 60,5000.0
341,341,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,
342,342,RVSN USSR,Cosmos-1 (65S3),"Cosmos 61, 62 & 63",5000.0
343,343,RVSN USSR,Voskhod,Voskhod 2,5000.0
344,344,General Dynamics,Atlas-LV3 Agena-B,Ranger 9,
345,345,NASA,Titan II GLV,Gemini 3,511.9463087248322
346,346,RVSN USSR,Vostok-2,Cosmos 64,5000.0
347,347,General Dynamics,Atlas-SLV3 Agena-D,SNAPSHOT,
348,348,RVSN USSR,Molniya,E-6 nâ Â­8 (Luna),5000.0
349,349,RVSN USSR,Voskhod,Cosmos 65,5000.0
350,350,RVSN USSR,Molniya,Molniya-1 nâ Â­3,5000.0
351,351,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4017,
352,352,US Air Force,Titan IIIA,LES 2 & LCS 1,63.23
353,353,RVSN USSR,Vostok-2,Cosmos 66,5000.0
354,354,RVSN USSR,Molniya,Luna 5,5000.0
355,355,NASA,Saturn I,A-104,511.9463087248322
356,356,RVSN USSR,Voskhod,Cosmos 67,5000.0
357,357,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4018,
358,358,General Dynamics,Atlas-D OV1,OV1-3,
359,359,NASA,Titan II GLV,Gemini IV,511.9463087248322
360,360,RVSN USSR,Molniya,Luna 6,5000.0
361,361,RVSN USSR,Vostok-2,Cosmos 68,5000.0
362,362,Martin Marietta,Titan IIIC,Transtage 5,80.15555555555555
363,363,RVSN USSR,Voskhod,Cosmos 69,5000.0
364,364,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4019,
365,365,RVSN USSR,Cosmos-2I (63S1),Cosmos 70,5000.0
366,366,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4020,
367,367,RVSN USSR,Vostok-2,Zenit-2 nâ Â­28,5000.0
368,368,RVSN USSR,Cosmos-1 (65S3),Cosmos 71 to 75,5000.0
369,369,RVSN USSR,Proton,Proton-1,5000.0
370,370,RVSN USSR,Molniya,Zond 3,5000.0
371,371,General Dynamics,Atlas-LV3 Agena-D,Vela 3A/3B,
372,372,RVSN USSR,Cosmos-2I (63S1),Cosmos 76,5000.0
373,373,NASA,Saturn I,A-105,511.9463087248322
374,374,RVSN USSR,Voskhod,Cosmos 77,5000.0
375,375,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4021,
376,376,General Dynamics,Atlas-LV3C Centaur-D,Surveyor SD-2,
377,377,RVSN USSR,Vostok-2,Cosmos 78,5000.0
378,378,NASA,Titan II GLV,Gemini V,511.9463087248322
379,379,RVSN USSR,Voskhod,Cosmos 79,5000.0
380,380,RVSN USSR,Cosmos-1 (65S3),Cosmos 80 to 84,5000.0
381,381,RVSN USSR,Voskhod,Cosmos 85,5000.0
382,382,RVSN USSR,Cosmos-1 (65S3),Cosmos 86 to 90,5000.0
383,383,RVSN USSR,Voskhod,Cosmos 91,5000.0
384,384,General Dynamics,Atlas-SLV3 Agena-D,KH-7 Gambit 4022,
385,385,RVSN USSR,Molniya-M /Block L,Luna 7,5000.0
386,386,General Dynamics,Atlas-D OV1,OV1-2,
