bet_id;Account_no;Bet_date;Class_ id;Category_id;Source;bet_count;bet_amt;win_amt;Product
149;01148BP   ;18/10/2012;3;8;I;4;1595;2745;Sportsbook
150;00357DG   ;02/11/2012;22512_XFER;22512;I;437;1580;1337,1;Vegas
151;01152SJ   ;30/11/2012;22527_PRCH;22527;I;1;1562,0119;0;Poker
152;01152SJ   ;15/10/2012;22527_PRCH;22527;I;2;1557,7677;0;Poker
153;01284UW   ;23/12/2012;46;5;I;33;1554;1369,69;Sportsbook
154;01148BP   ;22/09/2012;2;9;I;5;1550;0;Sportsbook
155;01148BP   ;03/11/2012;2;9;I;3;1550;0;Sportsbook
156;00497XG   ;30/12/2012;638;0;I;617;1540,05;1295,26;Games
157;01152SJ   ;01/09/2012;22528_PRCH;22528;I;3;1516,7794;0;Casino
158;00C017    ;23/11/2012;22527_PRCH;22527;I;4;1500;0;Poker
159;01148BP   ;23/11/2012;2;9;N;4;1500;900;Sportsbook
160;01152SJ   ;04/10/2012;22528_PRCH;22528;I;3;1479,4054;0;Casino
161;01148BP   ;07/09/2012;2;9;I;4;1450;0;Sportsbook
162;01148BP   ;07/12/2012;2;9;N;2;1450;2200;Sportsbook
163;01152SJ   ;02/12/2012;22527_PRCH;22527;I;1;1436,9968;0;Poker
164;01196ZZ   ;17/11/2012;3;8;I;9;1414;550;Sportsbook
165;01196ZZ   ;24/11/2012;2;9;I;12;1412;406,5;Sportsbook
166;01148BP   ;18/11/2012;2;9;I;5;1408,13;1556,88;Sportsbook
167;01148BP   ;06/09/2012;2;9;I;4;1400;0;Sportsbook
168;01196ZZ   ;17/12/2012;22512_XFER;22512;I;16;1400;900;Vegas
169;01152SJ   ;10/12/2012;22528_PRCH;22528;I;1;1355,7315;0;Casino
170;01196ZZ   ;15/10/2012;2;9;I;5;1348;3773,25;Sportsbook
171;01148BP   ;21/11/2012;2;9;I;3;1337,5;900;Sportsbook
172;01148BP   ;20/10/2012;2;9;I;5;1315;1275;Sportsbook
173;01152SJ   ;08/12/2012;22527_PRCH;22527;I;1;1309,9826;0;Poker
174;01152SJ   ;18/10/2012;22528_PRCH;22528;I;5;1306,1579;0;Casino
175;01148BP   ;05/12/2012;2;9;N;3;1300;3600;Sportsbook
176;01148BP   ;01/10/2012;2;9;N;4;1275;550;Sportsbook
177;01148BP   ;26/11/2012;22512_XFER;22512;I;25;1270;1200;Vegas
178;01152SJ   ;14/10/2012;22527_PRCH;22527;I;2;1261,1322;0;Poker
179;01148BP   ;05/10/2012;2;9;I;9;1250;650;Sportsbook
180;00C017    ;21/12/2012;22527_PRCH;22527;I;5;1230;0;Poker
181;01196ZZ   ;23/10/2012;22512_XFER;22512;I;613;1225,6;901,1;Vegas
182;01148BP   ;27/10/2012;2;9;M;3;1225;0;Sportsbook
183;00J381    ;06/12/2012;2;9;M;7;1200;500;Sportsbook
184;01148BP   ;24/11/2012;2;9;I;4;1200;0;Sportsbook
185;01196ZZ   ;17/10/2012;3;8;I;10;1200;1425;Sportsbook
186;01196ZZ   ;16/11/2012;2;9;I;3;1200;0;Sportsbook
187;01284UW   ;11/10/2012;46;5;I;1;1200;0;Sportsbook
188;01152SJ   ;07/12/2012;22528_PRCH;22528;I;1;1181,1464;0;Casino
189;00497XG   ;31/12/2012;638;0;I;817;1180,12;590,33;Games
190;00J381    ;03/10/2012;2;9;M;9;1165;1725;Sportsbook
191;01148BP   ;23/11/2012;2;9;M;4;1150;1000;Sportsbook
192;00357DG   ;15/11/2012;635;0;I;204;1134;918,5;Games
193;01148BP   ;25/10/2012;2;9;N;3;1132,42;0;Sportsbook
194;00497XG   ;31/12/2012;601;0;I;256;1130,8;912,28;Games
195;01196ZZ   ;23/10/2012;3;8;I;5;1130;1350;Sportsbook
196;01148BP   ;08/09/2012;2;9;I;7;1125;525;Sportsbook
197;01284UW   ;04/11/2012;46;5;I;41;1125;996;Sportsbook
198;01152SJ   ;04/12/2012;22527_PRCH;22527;I;13;1121,0344;0;Poker
199;01152SJ   ;04/11/2012;22527_PRCH;22527;I;9;1119,2637;0;Poker
200;00357DG   ;13/11/2012;613;0;I;182;1114,75;649,15;Games
201;01152SJ   ;04/12/2012;22528_PRCH;22528;I;5;1105,4211;0;Casino
202;01152SJ   ;13/10/2012;22528_PRCH;22528;I;1;1060,9748;0;Casino
203;01152SJ   ;05/11/2012;22528_PRCH;22528;I;1;1060,8424;0;Casino
204;01196ZZ   ;20/10/2012;2;9;I;7;1050;0;Sportsbook
205;01196ZZ   ;15/10/2012;3;8;I;6;1047;700;Sportsbook
206;01284UW   ;22/10/2012;46;5;I;3;1030;0;Sportsbook
207;01284UW   ;23/10/2012;275;5;I;6;1025;0;Sportsbook
208;01152SJ   ;18/10/2012;22527_PRCH;22527;I;3;1024,3583;0;Poker
209;00J381    ;30/09/2012;2;9;M;6;1015,78;3547,1;Sportsbook
210;01152SJ   ;26/12/2012;22528_PRCH;22528;I;2;1013,6139;0;Casino
211;01148BP   ;12/10/2012;2;9;I;5;1006,25;506,25;Sportsbook
212;01152SJ   ;09/09/2012;22527_PRCH;22527;I;1;1002,2551;0;Poker
213;01148BP   ;28/09/2012;2;9;M;2;1000;0;Sportsbook
214;01148BP   ;27/11/2012;2;9;I;3;1000;0;Sportsbook
215;01148BP   ;12/12/2012;2;9;N;1;1000;0;Sportsbook
216;01148BP   ;26/12/2012;2;9;N;2;1000;0;Sportsbook
217;01196ZZ   ;23/09/2012;3;8;I;6;1000;2850;Sportsbook
218;01284UW   ;19/10/2012;46;5;I;2;1000;0;Sportsbook
219;01196ZZ   ;27/10/2012;2;9;I;19;977;563;Sportsbook
220;00C017    ;29/12/2012;22527_PRCH;22527;I;4;950;0;Poker
221;01196ZZ   ;06/12/2012;22512_XFER;22512;I;12;950;1440;Vegas
222;01152SJ   ;14/09/2012;22528_PRCH;22528;I;10;933,8098;0;Casino
223;01148BP   ;30/10/2012;2;9;I;4;912,5;3143,75;Sportsbook
224;00357DG   ;20/11/2012;635;0;I;178;907;681,8;Games
225;00C017    ;30/11/2012;22527_PRCH;22527;I;7;900;0;Poker
226;00J381    ;16/09/2012;2;9;M;4;900;900;Sportsbook
227;01148BP   ;18/10/2012;2;9;N;3;900;1050;Sportsbook
228;01148BP   ;21/10/2012;2;9;M;2;900;0;Sportsbook
229;01148BP   ;04/12/2012;2;9;M;3;900;750;Sportsbook
230;01152SJ   ;07/12/2012;22527_PRCH;22527;I;1;870,0242;0;Poker
231;00C017    ;25/11/2012;22527_PRCH;22527;I;2;870;0;Poker
232;00J381    ;28/09/2012;2;9;M;6;863,13;0;Sportsbook
233;01152SJ   ;26/09/2012;22528_PRCH;22528;I;3;859,7509;0;Casino
234;00J381    ;28/12/2012;323;9;M;3;856,25;0;Sportsbook
235;00C017    ;28/11/2012;22527_PRCH;22527;I;3;855;0;Poker
236;01284UW   ;22/12/2012;1;5;I;53;840;376,79;Sportsbook
237;01148BP   ;14/11/2012;2;9;I;4;837,5;0;Sportsbook
238;01148BP   ;28/09/2012;2;9;N;2;825;1312,5;Sportsbook
239;01152SJ   ;30/12/2012;22527_PRCH;22527;I;2;824,8574;0;Poker
240;01148BP   ;14/09/2012;2;9;M;2;818;0;Sportsbook
241;01196ZZ   ;24/09/2012;22512_XFER;22512;I;408;814,8;689;Vegas
242;01284UW   ;31/10/2012;36;5;I;5;810;0;Sportsbook
243;01152SJ   ;27/12/2012;22527_PRCH;22527;I;1;806,0617;0;Poker
244;00C017    ;24/11/2012;22527_PRCH;22527;I;3;800;0;Poker
245;00C017    ;15/12/2012;22527_PRCH;22527;I;3;800;0;Poker
246;00J381    ;09/09/2012;2;9;N;4;800;1127,38;Sportsbook
247;01148BP   ;24/11/2012;2;9;N;2;800;0;Sportsbook
248;01148BP   ;30/11/2012;2;9;M;2;800;1150;Sportsbook
249;00357DG   ;14/11/2012;635;0;I;131;785,5;575,95;Games
250;01284UW   ;02/12/2012;46;5;I;23;784,5;635,85;Sportsbook
251;00J381    ;27/12/2012;323;9;M;3;780;1056,25;Sportsbook
252;01196ZZ   ;29/09/2012;3;8;I;7;775;0;Sportsbook
253;01152SJ   ;26/09/2012;22527_PRCH;22527;I;15;770,9384;0;Poker
254;01152SJ   ;06/12/2012;22528_PRCH;22528;I;1;756,3808;0;Casino
255;00J381    ;15/09/2012;323;9;M;3;751,65;748,87;Sportsbook
256;01148BP   ;21/09/2012;2;9;N;2;750;0;Sportsbook
257;01148BP   ;15/12/2012;2;9;I;2;750;0;Sportsbook
258;01148BP   ;20/12/2012;2;9;I;3;750;0;Sportsbook
259;01284UW   ;02/12/2012;273;3;I;6;750;925;Sportsbook
260;01284UW   ;23/12/2012;1;5;I;21;731;685,33;Sportsbook
261;00J381    ;09/11/2012;323;9;M;5;730;813,75;Sportsbook
262;00C017    ;10/09/2012;22508_STKE;22508;I;131;724,8;0;Bingo
263;00C017    ;01/12/2012;22527_PRCH;22527;I;2;700;0;Poker
264;00J381    ;17/09/2012;2;9;M;4;700;900;Sportsbook
265;00J381    ;10/11/2012;2;9;M;5;700;1200;Sportsbook
266;01148BP   ;13/09/2012;2;9;I;3;700;0;Sportsbook
267;01148BP   ;04/11/2012;2;9;I;3;700;475;Sportsbook
268;01148BP   ;16/11/2012;2;9;M;2;700;1300;Sportsbook
269;01152SJ   ;04/09/2012;22528_PRCH;22528;I;3;698,979;0;Casino
270;01148BP   ;05/09/2012;2;9;N;2;690,63;0;Sportsbook
271;00C017    ;07/12/2012;22527_PRCH;22527;I;6;680;0;Poker
272;00C017    ;14/12/2012;22527_PRCH;22527;I;4;680;0;Poker
273;01284UW   ;22/12/2012;46;5;I;29;676;816;Sportsbook
274;01284UW   ;30/11/2012;273;3;I;17;675;1018,12;Sportsbook
275;01152SJ   ;13/12/2012;22527_PRCH;22527;I;9;671,3076;0;Poker
276;00J381    ;13/11/2012;2;9;M;4;664,38;800;Sportsbook
277;01152SJ   ;11/12/2012;22527_PRCH;22527;I;4;662,2825;0;Poker
278;01152SJ   ;12/09/2012;22528_PRCH;22528;I;6;656,291;0;Casino
279;00J381    ;28/12/2012;2;9;M;3;656,24;756,25;Sportsbook
280;00357DG   ;16/11/2012;22512_XFER;22512;I;92;656;304,7;Vegas
281;00C017    ;28/09/2012;22508_STKE;22508;I;48;656;0;Bingo
282;00C017    ;14/09/2012;22527_PRCH;22527;I;3;650;0;Poker
283;00J381    ;22/09/2012;2;9;M;5;650;866;Sportsbook
284;00J381    ;11/10/2012;323;9;M;3;650;0;Sportsbook
285;01148BP   ;19/11/2012;2;9;M;2;650;0;Sportsbook
286;01284UW   ;12/10/2012;1;5;I;2;650;0;Sportsbook
287;01152SJ   ;04/09/2012;22527_PRCH;22527;I;1;630,2786;0;Poker
288;01196ZZ   ;20/12/2012;22512_XFER;22512;I;5;630;180;Vegas
289;00J381    ;07/10/2012;2;9;M;3;626;352;Sportsbook
290;00357DG   ;12/10/2012;22512_XFER;22512;I;294;625;946,9;Vegas
291;00C017    ;21/09/2012;22527_PRCH;22527;I;3;625;0;Poker
292;01152SJ   ;22/10/2012;22528_PRCH;22528;I;4;624,8048;0;Casino
293;01152SJ   ;23/10/2012;22528_PRCH;22528;I;4;624,8048;0;Casino
294;01152SJ   ;28/11/2012;22528_PRCH;22528;I;1;624,1808;0;Casino
295;01152SJ   ;27/10/2012;22528_PRCH;22528;I;1;623,6014;0;Casino
296;01152SJ   ;01/10/2012;22527_PRCH;22527;I;1;620,0903;0;Poker
297;00357DG   ;17/11/2012;638;0;I;133;602;548,1;Games
298;01148BP   ;04/09/2012;2;9;I;2;600;0;Sportsbook
299;01148BP   ;19/10/2012;2;9;N;1;600;0;Sportsbook
300;01148BP   ;11/11/2012;2;9;I;2;600;600;Sportsbook
301;01148BP   ;29/11/2012;2;9;I;3;600;1500;Sportsbook
302;01196ZZ   ;28/11/2012;3;8;I;3;600;0;Sportsbook
303;00775SM   ;07/10/2012;22508_STKE;22508;I;569;587,2;0;Bingo
304;01152SJ   ;06/09/2012;22528_PRCH;22528;I;3;586,717;0;Casino
305;00J381    ;02/10/2012;2;9;M;4;580;0;Sportsbook
306;00J381    ;07/10/2012;46;5;M;7;575;0;Sportsbook
307;00C017    ;12/10/2012;22527_PRCH;22527;I;2;570;0;Poker
308;00357DG   ;26/11/2012;635;0;I;76;564;347,9;Games
309;01152SJ   ;11/10/2012;22528_PRCH;22528;I;4;561,7977;0;Casino
310;01152SJ   ;28/11/2012;22527_PRCH;22527;I;1;561,7627;0;Poker
311;00C017    ;18/11/2012;22527_PRCH;22527;I;2;560;0;Poker
312;00J381    ;09/12/2012;323;9;M;2;560;0;Sportsbook
313;01284UW   ;25/10/2012;275;5;I;11;560;441,63;Sportsbook
314;01152SJ   ;30/09/2012;22528_PRCH;22528;I;6;555,3497;0;Casino
315;00J381    ;02/10/2012;42;4;M;2;550;484,62;Sportsbook
316;01196ZZ   ;17/11/2012;1;5;I;7;550;109,15;Sportsbook
317;00C017    ;16/11/2012;22527_PRCH;22527;I;2;545;0;Poker
318;00J381    ;14/09/2012;2;9;M;3;540;866,67;Sportsbook
319;00J381    ;30/09/2012;46;5;M;6;540;1120;Sportsbook
320;00J381    ;02/10/2012;275;5;M;7;540;780;Sportsbook
321;01148BP   ;03/12/2012;2;9;N;1;538,75;0;Sportsbook
322;00J381    ;23/09/2012;42;4;M;3;536,75;0;Sportsbook
323;01196ZZ   ;15/12/2012;2;9;I;6;536;572;Sportsbook
324;00C017    ;02/12/2012;22508_STKE;22508;I;56;531,9;0;Bingo
325;00J381    ;23/09/2012;1;5;M;10;520;600;Sportsbook
326;00J381    ;17/10/2012;2;9;M;3;520;525;Sportsbook
327;00J381    ;28/11/2012;2;9;M;3;520;0;Sportsbook
328;00J381    ;19/09/2012;323;9;M;3;510,75;0;Sportsbook
329;01284UW   ;10/10/2012;1;5;I;4;510;0;Sportsbook
330;01152SJ   ;05/09/2012;22527_PRCH;22527;I;4;503,8416;0;Poker
331;00J381    ;01/10/2012;42;4;M;2;502,1;414,72;Sportsbook
332;00J381    ;05/12/2012;275;5;N;3;500,25;674,07;Sportsbook
333;00C017    ;07/09/2012;22527_PRCH;22527;I;2;500;0;Poker
334;00C017    ;05/10/2012;22527_PRCH;22527;I;3;500;0;Poker
335;00C017    ;09/11/2012;22527_PRCH;22527;I;2;500;0;Poker
336;00C017    ;20/11/2012;22527_PRCH;22527;I;2;500;0;Poker
337;00J381    ;26/12/2012;323;9;M;3;500;1519,38;Sportsbook
338;01148BP   ;03/09/2012;2;9;I;2;500;0;Sportsbook
339;01148BP   ;06/09/2012;2;9;N;2;500;0;Sportsbook
340;01148BP   ;13/09/2012;MANUAL ;0;N;1;500;500;#N/D
341;01148BP   ;13/09/2012;2;9;N;1;500;850;Sportsbook
342;01148BP   ;16/09/2012;2;9;M;1;500;954,55;Sportsbook
343;01148BP   ;25/09/2012;2;9;I;3;500;0;Sportsbook
344;01148BP   ;01/10/2012;2;9;M;1;500;1400;Sportsbook
345;01148BP   ;13/10/2012;2;9;I;2;500;0;Sportsbook
346;01148BP   ;23/10/2012;2;9;N;1;500;0;Sportsbook
347;01148BP   ;07/11/2012;2;9;N;1;500;1875;Sportsbook
348;01148BP   ;06/12/2012;2;9;M;1;500;1250;Sportsbook
349;01148BP   ;08/12/2012;2;9;I;2;500;900;Sportsbook
350;01196ZZ   ;08/10/2012;2;9;I;3;500;0;Sportsbook
351;01152SJ   ;06/11/2012;22527_PRCH;22527;I;1;499,2511;0;Poker
352;01152SJ   ;26/12/2012;22527_PRCH;22527;I;1;493,5025;0;Poker
353;01152SJ   ;18/12/2012;22528_PRCH;22528;I;4;489,6747;0;Casino
354;01284UW   ;03/12/2012;46;5;I;22;487;455;Sportsbook
355;00J381    ;28/11/2012;323;9;M;2;480;0;Sportsbook
356;01284UW   ;20/12/2012;46;5;I;31;477,5;570,45;Sportsbook
357;00J381    ;21/11/2012;2;9;M;3;475;675;Sportsbook
358;01284UW   ;30/10/2012;274;5;I;8;475;0;Sportsbook
359;01152SJ   ;06/09/2012;22527_PRCH;22527;I;4;472,1435;0;Poker
360;01148BP   ;24/10/2012;2;9;N;2;471,89;1394,59;Sportsbook
361;01284UW   ;26/10/2012;1;5;I;4;470;0;Sportsbook
362;00357DG   ;26/10/2012;22512_XFER;22512;I;237;461;210,3;Vegas
363;00J381    ;12/09/2012;2;9;N;3;460,89;1476,23;Sportsbook
364;00C017    ;28/09/2012;22527_PRCH;22527;I;3;460;0;Poker
365;01196ZZ   ;25/09/2012;3;8;I;5;460;270;Sportsbook
366;00J381    ;05/12/2012;323;9;M;3;456;656,25;Sportsbook
367;00J381    ;22/09/2012;1;5;M;2;450;920;Sportsbook
368;00J381    ;28/09/2012;42;4;M;4;450;647,5;Sportsbook
369;00J381    ;23/11/2012;323;9;M;4;450;0;Sportsbook
370;01148BP   ;09/10/2012;2;9;N;1;450;0;Sportsbook
371;01196ZZ   ;26/10/2012;2;9;I;5;450;0;Sportsbook
372;01284UW   ;10/10/2012;46;5;I;2;450;0;Sportsbook
373;01152SJ   ;12/12/2012;22527_PRCH;22527;I;6;448,6818;0;Poker
374;00C017    ;02/09/2012;22527_PRCH;22527;I;3;445;0;Poker
375;00J381    ;03/10/2012;323;9;M;3;444,62;0;Sportsbook
376;00J381    ;10/09/2012;323;9;N;2;440;0;Sportsbook
377;00J381    ;28/09/2012;323;9;M;3;430;650;Sportsbook
378;00J381    ;17/11/2012;1;5;M;6;430;0;Sportsbook
379;01284UW   ;02/12/2012;274;5;I;22;427;100;Sportsbook
380;00357DG   ;06/12/2012;22512_XFER;22512;I;42;420;255;Vegas
381;00J381    ;22/09/2012;5;11;M;2;420;0;Sportsbook
382;01152SJ   ;07/11/2012;22527_PRCH;22527;I;5;418,8285;0;Poker
383;00357DG   ;03/11/2012;22512_XFER;22512;I;118;416;316,4;Vegas
384;01148BP   ;27/09/2012;2;9;M;1;412;0;Sportsbook
385;00J381    ;17/11/2012;323;9;M;3;410,75;0;Sportsbook
386;00775SM   ;30/09/2012;22508_STKE;22508;I;123;403,1;0;Bingo
387;01284UW   ;03/12/2012;273;3;I;13;403;485,26;Sportsbook
388;01152SJ   ;06/12/2012;22527_PRCH;22527;I;1;400,5465;0;Poker
389;01152SJ   ;13/10/2012;22527_PRCH;22527;I;1;400,0499;0;Poker
390;00C017    ;02/12/2012;22527_PRCH;22527;I;1;400;0;Poker
391;00J381    ;07/10/2012;323;9;M;1;400;0;Sportsbook
392;00J381    ;09/10/2012;MANUAL ;0;N;1;400;0;#N/D
393;00J381    ;11/11/2012;323;9;N;1;400;0;Sportsbook
394;00J381    ;13/11/2012;323;9;N;1;400;0;Sportsbook
395;00J381    ;31/12/2012;323;9;M;1;400;0;Sportsbook
396;01148BP   ;16/09/2012;1;5;I;1;400;820;Sportsbook
397;01148BP   ;16/09/2012;1;5;M;1;400;359,38;Sportsbook
398;01148BP   ;02/10/2012;2;9;N;1;400;0;Sportsbook
399;01148BP   ;14/10/2012;2;9;I;1;400;0;Sportsbook
400;01148BP   ;24/11/2012;2;9;M;3;400;0;Sportsbook
401;01148BP   ;29/11/2012;2;9;N;1;400;0;Sportsbook
402;01196ZZ   ;25/09/2012;2;9;I;2;400;450;Sportsbook
403;00J381    ;27/11/2012;2;9;M;2;393,4;0;Sportsbook
404;01196ZZ   ;24/11/2012;3;8;I;4;390;672,5;Sportsbook
405;01196ZZ   ;16/10/2012;3;8;I;3;385;362,5;Sportsbook
406;00J381    ;07/10/2012;1;5;M;6;380;0;Sportsbook
407;00J381    ;22/12/2012;323;9;M;2;380;0;Sportsbook
408;01148BP   ;05/11/2012;2;9;I;2;375;0;Sportsbook
409;01152SJ   ;13/09/2012;22528_PRCH;22528;I;5;374,3682;0;Casino
410;01152SJ   ;15/09/2012;22528_PRCH;22528;I;2;372,2777;0;Casino
411;00J381    ;20/12/2012;323;9;M;2;367,5;0;Sportsbook
412;00J381    ;16/09/2012;1;5;M;9;360;0;Sportsbook
413;00J381    ;29/12/2012;323;9;N;2;360;0;Sportsbook
414;00357DG   ;08/11/2012;613;0;I;178;354;203;Games
415;01284UW   ;04/11/2012;274;5;I;17;354;100;Sportsbook
416;00C017    ;18/10/2012;22527_PRCH;22527;I;2;350;0;Poker
417;00C017    ;09/12/2012;22527_PRCH;22527;I;1;350;0;Poker
418;00J381    ;24/09/2012;323;9;N;2;350;0;Sportsbook
419;00J381    ;03/10/2012;275;5;M;5;350;0;Sportsbook
420;00J381    ;04/10/2012;323;9;M;2;350;0;Sportsbook
421;00J381    ;08/10/2012;2;9;M;2;350;0;Sportsbook
422;00J381    ;22/11/2012;323;9;M;2;350;1185,94;Sportsbook
423;00J381    ;10/12/2012;323;9;M;2;350;0;Sportsbook
424;00J381    ;12/12/2012;323;9;M;2;350;0;Sportsbook
425;00J381    ;30/12/2012;323;9;M;2;350;1340,63;Sportsbook
426;01148BP   ;02/12/2012;2;9;M;1;350;0;Sportsbook
427;01196ZZ   ;28/11/2012;22528_PRCH;22528;I;2;350;0;Casino
428;01196ZZ   ;01/12/2012;2;9;I;1;350;0;Sportsbook
429;01284UW   ;01/11/2012;275;5;I;4;350;0;Sportsbook
430;00C017    ;07/10/2012;22527_PRCH;22527;I;3;348,55;0;Poker
431;00J381    ;30/09/2012;40;6;M;2;340;0;Sportsbook
432;01148BP   ;10/10/2012;2;9;N;1;337,5;0;Sportsbook
433;00J381    ;17/09/2012;1;5;M;5;335;0;Sportsbook
434;00C017    ;08/09/2012;22527_PRCH;22527;I;2;330;0;Poker
435;00C017    ;26/10/2012;22527_PRCH;22527;I;2;330;0;Poker
436;00357DG   ;21/11/2012;22512_XFER;22512;I;58;324;124,2;Vegas
437;01152SJ   ;08/10/2012;22527_PRCH;22527;I;3;322,2607;0;Poker
438;00357DG   ;19/11/2012;635;0;I;107;321;141,6;Games
439;00C017    ;02/11/2012;22527_PRCH;22527;I;2;320;0;Poker
440;00J381    ;10/10/2012;323;9;M;3;320;0;Sportsbook
441;00J381    ;12/11/2012;2;9;M;2;320;660;Sportsbook
442;00J381    ;27/12/2012;42;4;M;1;319;0;Sportsbook
443;00J381    ;01/10/2012;2;9;M;2;316,67;0;Sportsbook
444;01152SJ   ;11/10/2012;22527_PRCH;22527;I;1;312,1099;0;Poker
445;01152SJ   ;06/11/2012;22528_PRCH;22528;I;5;312,032;0;Casino
446;00J381    ;08/10/2012;19;1;M;1;311,31;0;Sportsbook
447;00C017    ;14/10/2012;22527_PRCH;22527;I;1;310;0;Poker
448;00J381    ;10/10/2012;2;9;M;2;310;780;Sportsbook
449;00J381    ;02/10/2012;323;9;M;2;308,05;0;Sportsbook
450;00J381    ;11/12/2012;1;5;M;2;308;0;Sportsbook
451;00J381    ;17/09/2012;323;9;M;2;306,26;528,13;Sportsbook
452;01152SJ   ;04/10/2012;22527_PRCH;22527;I;1;305,3577;0;Poker
453;00J381    ;17/10/2012;323;9;M;2;305;0;Sportsbook
454;00C017    ;03/09/2012;22527_PRCH;22527;I;2;300;0;Poker
455;00C017    ;19/10/2012;22527_PRCH;22527;I;1;300;0;Poker
456;00J381    ;01/09/2012;323;9;M;4;300;0;Sportsbook
457;00J381    ;13/09/2012;323;9;N;2;300;0;Sportsbook
458;00J381    ;18/09/2012;323;9;M;2;300;893,75;Sportsbook
459;00J381    ;05/10/2012;323;9;M;2;300;0;Sportsbook
460;00J381    ;15/10/2012;323;9;M;2;300;0;Sportsbook
461;00J381    ;30/10/2012;323;9;N;2;300;0;Sportsbook
462;00J381    ;08/11/2012;323;9;M;2;300;0;Sportsbook
463;00J381    ;14/11/2012;323;9;M;2;300;0;Sportsbook
464;00J381    ;15/11/2012;2;9;N;2;300;0;Sportsbook
465;00J381    ;23/11/2012;2;9;M;2;300;0;Sportsbook
466;00J381    ;04/12/2012;323;9;M;2;300;0;Sportsbook
467;00J381    ;16/12/2012;323;9;M;2;300;0;Sportsbook
468;00J381    ;21/12/2012;323;9;M;2;300;0;Sportsbook
469;01148BP   ;26/10/2012;2;9;M;2;300;250;Sportsbook
470;01148BP   ;06/12/2012;2;9;I;1;300;0;Sportsbook
471;00357DG   ;11/12/2012;CSH_PPAL;0;I;0;295,21;0;Adjustments
472;01284UW   ;05/11/2012;274;5;I;12;295;254,55;Sportsbook
473;01152SJ   ;19/09/2012;22528_PRCH;22528;I;4;292,6138;0;Casino
474;00J381    ;21/09/2012;323;9;N;2;290;0;Sportsbook
475;01196ZZ   ;18/09/2012;2;9;I;3;285;0;Sportsbook
476;01152SJ   ;01/09/2012;22527_PRCH;22527;I;2;284,3962;0;Poker
477;00J381    ;18/09/2012;275;5;M;5;283;0;Sportsbook
478;00J381    ;10/11/2012;323;9;M;2;281,5;1584,38;Sportsbook
479;00C017    ;01/09/2012;22527_PRCH;22527;I;2;281;0;Poker
480;00J381    ;22/11/2012;2;9;N;3;280;0;Sportsbook
481;00J381    ;27/09/2012;42;4;M;2;277,5;277,5;Sportsbook
482;01196ZZ   ;18/11/2012;2;9;I;1;275;0;Sportsbook
483;00J381    ;25/11/2012;2;9;N;2;274;0;Sportsbook
484;00357DG   ;25/10/2012;22512_XFER;22512;I;136;272;142,6;Vegas
485;00J381    ;16/09/2012;323;9;M;2;270,87;528,13;Sportsbook
486;00J381    ;02/11/2012;323;9;N;2;270;0;Sportsbook
487;01148BP   ;03/12/2012;2;9;M;1;268;938;Sportsbook
488;01196ZZ   ;20/10/2012;1;5;I;2;267;427,35;Sportsbook
489;01284UW   ;04/12/2012;275;5;I;15;267;0;Sportsbook
490;00C017    ;30/12/2012;22527_PRCH;22527;I;1;260;0;Poker
491;00J381    ;01/10/2012;323;9;M;1;260;0;Sportsbook
492;00J381    ;12/11/2012;323;9;M;2;260;0;Sportsbook
493;01284UW   ;30/11/2012;46;5;I;17;260;0;Sportsbook
494;00J381    ;16/09/2012;40;6;M;2;258;0;Sportsbook
495;00C017    ;11/09/2012;22527_PRCH;22527;I;2;250;0;Poker
496;00C017    ;11/10/2012;22527_PRCH;22527;I;2;250;0;Poker
497;00C017    ;27/10/2012;22527_PRCH;22527;I;1;250;0;Poker
498;00C017    ;31/10/2012;22527_PRCH;22527;I;2;250;0;Poker
499;00C017    ;21/11/2012;22527_PRCH;22527;I;1;250;0;Poker
500;00C017    ;27/11/2012;22527_PRCH;22527;I;2;250;0;Poker
501;00J381    ;18/09/2012;19;1;M;1;250;0;Sportsbook
502;00J381    ;24/11/2012;2;9;N;1;250;1500;Sportsbook
503;00J381    ;27/11/2012;1;5;M;3;250;0;Sportsbook
504;00J381    ;14/12/2012;323;9;N;2;250;0;Sportsbook
505;00J381    ;18/12/2012;2;9;N;1;250;0;Sportsbook
506;00J381    ;19/12/2012;323;9;M;2;250;687,5;Sportsbook
507;01148BP   ;02/09/2012;2;9;I;1;250;0;Sportsbook
508;01148BP   ;24/09/2012;2;9;N;1;250;0;Sportsbook
509;01148BP   ;06/11/2012;2;9;N;1;250;2500;Sportsbook
510;01148BP   ;08/11/2012;2;9;N;1;250;0;Sportsbook
511;01148BP   ;21/11/2012;2;9;M;1;250;687,5;Sportsbook
512;01148BP   ;04/12/2012;2;9;I;5;250;400;Sportsbook
513;01196ZZ   ;13/10/2012;2;9;M;4;250;1175;Sportsbook
514;01152SJ   ;23/12/2012;22527_PRCH;22527;I;6;249,5377;0;Poker
515;00J381    ;16/09/2012;325;13;M;1;248,13;496,26;Sportsbook
516;00J381    ;06/12/2012;42;4;M;1;244;0;Sportsbook
517;00J381    ;23/09/2012;323;9;M;1;240;0;Sportsbook
518;01196ZZ   ;16/10/2012;2;9;I;4;240;550;Sportsbook
519;01196ZZ   ;29/09/2012;22528_PRCH;22528;I;3;237;0;Casino
520;01284UW   ;24/12/2012;273;3;I;10;232,9;300,71;Sportsbook
